Ticker,Growth,Date,Altman Z-Score
AADI,-0.7364706002029718,2017-03-31,5.550363069068219
AADI,-0.2415384634947165,2019-09-30,5.550363069068219
AADI,-0.5555555555555556,2020-12-07,5.550363069068219
AADI,-0.224806208789383,2022-01-10,5.550363069068219
AADI,-0.2051557720904919,2023-02-27,5.550363069068219
AADI,-0.5282258273845655,2023-12-04,5.550363069068219
AAT,-0.3277353976336227,2014-12-31,1.0693525379029807
AAT,-0.2029801411800501,2023-02-27,1.0693525379029807
ABAT,-0.2599999745686849,2014-12-31,46.72307692307691
ABAT,-0.3243243475450276,2016-05-09,46.72307692307691
ABAT,-0.3661202500940472,2016-07-18,46.72307692307691
ABAT,-0.3250000211927626,2016-08-29,46.72307692307691
ABAT,-0.2293577928138804,2016-09-26,46.72307692307691
ABAT,-0.2124999685419922,2016-12-12,46.72307692307691
ABAT,-0.208333338852282,2017-05-01,46.72307692307691
ABAT,-0.2285713922409784,2017-06-26,46.72307692307691
ABAT,-0.233333322736952,2017-07-17,46.72307692307691
ABAT,-0.2307692495793746,2017-07-31,46.72307692307691
ABAT,-0.213483204259888,2018-03-12,46.72307692307691
ABAT,-0.5250000248352676,2018-05-07,46.72307692307691
ABAT,-0.233333322736952,2018-10-01,46.72307692307691
ABAT,-0.2857142532763823,2019-08-19,46.72307692307691
ABAT,-0.25,2019-08-26,46.72307692307691
ABAT,-0.2083333747254461,2019-11-18,46.72307692307691
ABAT,-0.3793103235655252,2020-01-13,46.72307692307691
ABAT,-0.2537313397427997,2020-02-17,46.72307692307691
ABAT,-0.2222222303984423,2020-03-02,46.72307692307691
ABAT,-0.2734375388051057,2021-02-22,46.72307692307691
ABAT,-0.2110429319590646,2022-06-06,46.72307692307691
ABAT,-0.2161017287043456,2023-03-06,46.72307692307691
ABAT,-0.2055299923969746,2023-09-18,46.72307692307691
ABAT,-0.3060556991053021,2023-10-16,46.72307692307691
ABCL,-0.241315266376341,2020-09-30,38.92236821425488
ABCL,-0.20673078862873,2021-03-15,38.92236821425488
ABCL,-0.2145643801157294,2023-07-24,38.92236821425488
ABL,-0.2374005266457743,2023-03-31,3.298364759431206
ABLV,-0.2088353329055842,2022-09-30,7.737894851849879
ABOS,-0.23861005390727,2021-03-31,241.0054101110845
ABOS,-0.2198442931821283,2022-03-21,241.0054101110845
ABOS,-0.3005780203430306,2023-10-16,241.0054101110845
ABSI,-0.3007968119921316,2021-03-31,4.722733593010397
ABSI,-0.3376776741102608,2021-11-01,4.722733593010397
ABSI,-0.2135523585815514,2022-05-02,4.722733593010397
ABSI,-0.3687150730093647,2022-11-07,4.722733593010397
ABSI,-0.2194029600058871,2023-01-30,4.722733593010397
ABSI,-0.2189349066513702,2023-04-17,4.722733593010397
ABTS,-0.2194656424641604,2014-03-31,26.042727443064713
ABTS,-0.2077922539022824,2018-07-09,26.042727443064713
ABTS,-0.318584099177401,2018-09-03,26.042727443064713
ABTS,-0.4301370220932367,2018-10-15,26.042727443064713
ABTS,-0.2059999942779541,2018-12-10,26.042727443064713
ABTS,-0.2428571156093052,2019-01-21,26.042727443064713
ABTS,-0.212598413371265,2019-04-01,26.042727443064713
ABTS,-0.6388889164836308,2019-04-15,26.042727443064713
ABTS,-0.2334801655696261,2019-07-01,26.042727443064713
ABTS,-0.2477875863462953,2019-12-09,26.042727443064713
ABTS,-0.2812500256113704,2020-02-24,26.042727443064713
ABTS,-0.2254408228743701,2020-03-23,26.042727443064713
ABTS,-0.2595238113822311,2020-05-04,26.042727443064713
ABTS,-0.2374429618946155,2020-06-15,26.042727443064713
ABTS,-0.2708333294528225,2020-09-14,26.042727443064713
ABTS,-0.3333333333333333,2021-02-15,26.042727443064713
ABTS,-0.2754613603176446,2021-05-17,26.042727443064713
ABTS,-0.2148648827157808,2021-06-07,26.042727443064713
ABTS,-0.3306727112196541,2021-07-12,26.042727443064713
ABTS,-0.5039237496763174,2021-07-26,26.042727443064713
ABTS,-0.2406780225386098,2021-08-02,26.042727443064713
ABTS,-0.2121212658594326,2021-12-20,26.042727443064713
ABTS,-0.2197801833115729,2022-01-10,26.042727443064713
ABTS,-0.2211055553325789,2022-04-04,26.042727443064713
ABTS,-0.2953124764258968,2022-12-19,26.042727443064713
ABTS,-0.2715231584177785,2023-01-09,26.042727443064713
ABTS,-0.2145454233342951,2023-01-30,26.042727443064713
ABTS,-0.2461538038310199,2023-08-14,26.042727443064713
AC,-0.2278730110004221,2014-12-31,4.935648543991427
ACCD,-0.2063733083496716,2019-11-30,2.0087942137289905
ACCD,-0.5412541258020759,2022-04-18,2.0087942137289905
ACCD,-0.2249527534596834,2023-09-25,2.0087942137289905
ACDC,-0.2309292583971949,2021-09-30,0.45855889375114023
ACEL,-0.3563218359305247,2017-06-30,1.5379958609549176
ACEL,-0.2414285796029227,2020-09-14,1.5379958609549176
ACET,-0.2120401540168051,2017-09-30,51.33435205914443
ACET,-0.2274247567834356,2018-05-07,51.33435205914443
ACET,-0.3482142801850977,2018-12-10,51.33435205914443
ACET,-0.2614155065080651,2019-03-11,51.33435205914443
ACET,-0.8747126449381348,2019-11-04,51.33435205914443
ACET,-0.2074074156303489,2020-03-02,51.33435205914443
ACET,-0.4822429849899681,2020-09-14,51.33435205914443
ACET,-0.2113333384195963,2022-05-02,51.33435205914443
ACET,-0.4557035686525106,2022-12-05,51.33435205914443
ACET,-0.207267832763514,2023-03-13,51.33435205914443
ACET,-0.4862579160764588,2023-06-19,51.33435205914443
ACET,-0.2727272333192425,2023-10-30,51.33435205914443
ACHL,-0.2670102811009177,2020-06-30,15.090540483802911
ACHL,-0.2042253314207237,2022-09-19,15.090540483802911
ACHL,-0.2571428843906947,2022-11-28,15.090540483802911
ACHL,-0.3461538038310199,2022-12-05,15.090540483802911
ACHR,-0.2690418233033707,2020-09-30,7.89658899316406
ACHR,-0.2317880967234181,2021-12-27,7.89658899316406
ACHR,-0.2899262941002593,2022-06-20,7.89658899316406
ACHR,-0.2458677726661186,2022-08-08,7.89658899316406
ACIU,-0.4213759410943283,2014-12-31,18.209533487827564
ACIU,-0.2171581271335693,2018-12-10,18.209533487827564
ACIU,-0.6335174820538422,2019-01-21,18.209533487827564
ACIU,-0.3280575245385897,2020-03-02,18.209533487827564
ACIU,-0.4671492103193938,2020-09-14,18.209533487827564
