Ticker,Growth,Date,Altman Z-Score
AADI,0.2426900769609608,2017-03-31,19.235419541274716
AADI,0.4117647058823529,2018-12-31,19.235419541274716
AADI,0.2142857142857142,2019-03-04,19.235419541274716
AADI,0.2824957508876994,2020-04-13,19.235419541274716
AADI,0.4358973940971145,2020-05-18,19.235419541274716
AADI,0.2720000203450521,2020-07-27,19.235419541274716
AADI,0.2396694475424994,2020-09-07,19.235419541274716
AADI,0.2923077314327925,2020-11-02,19.235419541274716
AADI,0.2569832223649517,2020-11-30,19.235419541274716
AADI,0.2453987653486953,2021-02-01,19.235419541274716
AADI,0.7413793046749445,2021-05-10,19.235419541274716
AADI,0.4285714285714285,2021-06-28,19.235419541274716
AADI,0.2229845982413787,2023-08-14,19.235419541274716
AAT,0.3775606581781185,2014-12-31,0.9137198976152198
AAT,0.254489658825423,2020-05-25,0.9137198976152198
AAT,0.2690836574259,2020-11-02,0.9137198976152198
ABAT,2.6,2014-12-31,46.72307692307691
ABAT,0.5444444727014612,2016-05-30,46.72307692307691
ABAT,0.4453780776298356,2016-07-04,46.72307692307691
ABAT,0.8923610800670265,2016-09-19,46.72307692307691
ABAT,0.4600000381469726,2017-01-02,46.72307692307691
ABAT,0.2999999006589293,2017-04-10,46.72307692307691
ABAT,0.3028846815140314,2017-04-17,46.72307692307691
ABAT,0.2121211683345129,2017-09-04,46.72307692307691
ABAT,0.4925373205144005,2018-04-02,46.72307692307691
ABAT,0.3333332324154193,2018-04-23,46.72307692307691
ABAT,1.285714480341706,2018-04-30,46.72307692307691
ABAT,0.2499999738576116,2018-05-14,46.72307692307691
ABAT,0.4347825335795287,2018-10-08,46.72307692307691
ABAT,0.3218391518582993,2018-10-29,46.72307692307691
ABAT,0.2727272333192425,2018-12-17,46.72307692307691
ABAT,0.2380952308868156,2019-05-13,46.72307692307691
ABAT,0.3714286882050236,2019-11-11,46.72307692307691
ABAT,1.2307693248199558,2020-01-06,46.72307692307691
ABAT,0.3225806554985508,2020-01-27,46.72307692307691
ABAT,0.4634145726860701,2020-02-03,46.72307692307691
ABAT,0.5405405550534804,2020-04-06,46.72307692307691
ABAT,0.2340425891683393,2020-04-20,46.72307692307691
ABAT,0.8771929628875696,2020-05-25,46.72307692307691
ABAT,0.2056074266569497,2020-06-01,46.72307692307691
ABAT,0.2127660132109259,2020-09-14,46.72307692307691
ABAT,0.2280700922721708,2020-09-21,46.72307692307691
ABAT,0.2213113894441674,2020-10-05,46.72307692307691
ABAT,0.2483221891754973,2020-11-16,46.72307692307691
ABAT,1.1889400152060507,2020-12-07,46.72307692307691
ABAT,1.4631577876576207,2020-12-14,46.72307692307691
