Ticker,Sharpe Ratio
A,-0.7869505982008334
AA,-1.0306609827599937
AACG,-0.6948862381127326
AACT,0.6174411436138313
AADI,-1.580073147615825
AAL,-0.37867838984460095
AAM,
AAME,-0.6059998362110204
AAOI,1.9534529144616353
AAON,0.6398956447354426
AAP,-1.8371577318141314
AAPL,1.0721466157018635
AAT,-1.0368405605174775
AB,-1.062816749981305
ABAT,-0.32305103999408946
ABBV,-0.6300081513674958
ABCB,-0.4479881625826663
ABCL,-1.9230040717949797
ABEO,0.4314161215809532
ABEV,-0.04849734433669897
ABG,0.46498126022194886
ABL,-0.3975450760488656
ABLLL,
ABLLW,
ABLV,-0.3030535810736779
ABLVW,
ABM,-0.3181079876382639
ABNB,0.7579484426600599
ABOS,-0.4318279281143481
ABR,-0.1007909750961319
ABR^D,
ABR^E,
ABR^F,
ABSI,-0.03245524797247416
ABT,-0.18617903918838005
ABTS,0.66226263382812
ABUS,-0.7042899035208944
ABVC,-0.2726569703563454
ABVE,
ABVEW,
ABVX,4.82830979319902
AC,-0.617290388602977
ACA,0.730045461757005
ACAB,0.2324862909861005
ACABU,0.10940808761993302
ACABW,
ACAD,0.9531819246634976
ACB,-0.6445177660719751
ACCD,0.22634136214948256
ACCO,0.08855755269945136
ACDC,-1.4708809715008864
ACEL,0.6274035443287147
ACET,-1.9340599774046496
ACGL,1.5401469600190378
ACGLN,0.22154441675714004
ACGLO,0.31680174745668466
ACHC,-0.5620614595988951
ACHL,-1.239141867181161
ACHR,1.3510153136610776
ACHV,1.1578744355875263
ACI,0.22914820214178153
ACIC,2.7897859034930685
ACIU,0.45075420834068586
ACIW,0.6680632932542967
ACLS,1.2077112983934088
ACLX,1.6758626789206337
ACM,0.153523211492241
ACMR,1.2388487486469157
ACN,0.5172838484283226
ACNB,0.23599144353907553
ACNT,-0.5480146222509181
ACON,0.16272597145820777
ACONW,
ACP,0.24311604523727803
ACP^A,
ACR,-0.6512099628177723
ACR^C,
ACR^D,
ACRE,-0.19137528944933993
ACRS,-1.4230722862880103
ACRV,-0.8870049014204345
ACST,0.08975853820918764
ACT,0.6734780491300929
ACTG,-0.2613285556239777
ACTU,
ACU,1.0418620391835118
ACV,0.365363824209394
ACVA,1.495315648569031
ACXP,0.702002344657217
ADAG,0.8023471593470866
ADAP,-1.8464881079612292
ADBE,1.9640516849994096
ADC,-0.9728073954526545
ADC^A,
ADCT,-1.1907272829489168
ADD,-0.21058697561348017
ADEA,0.06970866021180144
ADGM,
ADI,0.39823485479272946
ADIL,-0.21352941489841482
ADM,-1.1865336980957975
ADMA,0.5749123139790588
ADN,-1.0826167894007552
ADNT,-0.44849424924851716
ADNWW,
ADP,-0.5822643591408811
ADPT,-0.4869402107805591
ADSE,0.5487912283406082
ADSEW,
ADSK,0.07843473766212257
ADT,-0.8121801699158674
ADTN,-2.0511961833120798
ADTX,0.10589105770679658
ADUS,-0.3707028778393058
ADV,0.37674719337606194
ADVM,0.6180967117971695
ADVWW,
ADX,1.0602152587339442
ADXN,-0.47041087657075786
AE,-0.6436433965024134
AEAE,0.4716035572993971
AEAEU,0.22525175828553423
AEAEW,
AEE,-0.6572757514618862
AEF,0.2576638042397638
AEFC,0.1559948184587453
AEG,0.5415709226755632
AEHL,-0.3720390844033007
AEHR,0.3032759944114925
AEI,-1.1426275713727052
AEIS,0.23913624007845494
AEM,0.12516535573062162
