Ticker,Growth,Date,P/E Ratio,P/B Ratio
A,-0.3222337743169378,2000-04-03,246.8019899669985,12.062710943695688
A,-0.2643202902356203,2000-05-08,150.5185538976728,8.954334669880307
A,-0.376318207481374,2000-07-10,128.08103393353028,7.619528709296606
A,-0.2339999701726598,2001-02-12,140.64614615035967,4.943732907558616
A,-0.3052185352528104,2003-01-27,-19.683830342747548,1.629454717232333
A,-0.2050916040049065,2008-09-29,39.88154732706053,2.967646597671749
AA,-0.2062004803989891,2020-02-24,-8.192559071171777,0.6069001122381332
AA,-0.2733877600796389,2020-03-02,-6.503249454999061,0.4817570175404297
AA,-0.315000042205269,2020-03-09,-4.725340653257735,0.3500505456124043
AA,-0.2324255847361388,2022-04-11,34.14746586983154,3.8531292403886654
AACG,-0.3914634745799306,2008-11-03,3.6804175630103546,28.002647632301663
AACG,-0.2260870231754656,2009-01-05,1.2303842138561067,15.708803195912967
AACG,-0.2227979147567995,2010-01-18,-1.1565011383882209,13.181733257571517
AACG,-0.3640001109543503,2012-06-04,5.630542409611258,17.91197573759947
AACG,-0.6770833014268945,2018-08-20,-0.32860189465461,30.621321023085926
AACG,-0.2267441739579548,2018-09-03,-0.7849938517686228,73.15097425540208
AACG,-0.2359550922992408,2019-04-15,-8.61012601191211,113.55412999656411
AACG,-0.3216374615532621,2020-07-13,-3.164322794498469,72.7256783061206
AACG,-0.307881777738211,2021-04-05,-12.32918294193605,172.6703176459667
AACG,-0.2469734118840747,2021-07-19,19.74187435201204,175.64739943079235
AACG,-0.2325581218050005,2021-11-22,-4.096213452274897,73.15097425540208
AACG,-0.2765151929072643,2022-01-03,-76.08069466582636,112.27824214871966
AAL,-0.2456778164160548,2008-03-03,-37.3898529911764,0.9828242720336088
AAL,-0.4641024804679128,2008-05-12,-5.369392874119882,0.6975459293711422
AAL,-0.3058252635768519,2008-06-02,-2.83614071932706,0.3684473198870945
AAL,-0.2222221330161522,2008-06-16,-2.1684087075731013,0.2817012467966384
AAL,-0.2262957648491173,2008-09-15,-1.2811319352933013,0.7073830730471313
AAL,-0.291217257439037,2008-09-29,-1.051143593352082,0.5803939194669826
AAL,-0.2238658067760036,2008-10-27,82.6222791482172,0.9068096222397277
AAL,-0.2719187781555234,2008-11-03,64.12597596902938,0.7038059545647881
AAL,-0.2181499214997199,2008-11-10,46.68891893550045,0.512427899340949
AAL,-0.2749364566575125,2009-01-19,-5.927667114007527,0.699334624311404
AAL,-0.3431579795876795,2009-02-09,-3.60056452403414,0.4247875918629372
AAL,-0.2421052855755524,2009-02-23,-2.1603387911008984,0.2548725641643683
AAL,-0.248407540198898,2009-03-09,-2.380162369661453,0.28080692194302254
AAL,-0.2146068678789689,2012-02-13,-2.5668917242900884,0.7959177732283041
AAL,-0.3152408538449873,2020-02-17,29.299631063532612,2.6390201780919464
AAL,-0.2746331369626227,2020-03-09,15.07109048932775,1.3574543590990253
AAL,-0.3311965549262406,2020-03-23,14.786729817644051,1.3318419700282607
AAL,-0.2262499928474426,2020-06-15,-3.041478158384975,1.5177686309366416
AAOI,-0.2263191080446947,2014-11-03,153.3138356943112,2.044606786464743
AAOI,-0.2673830356406545,2016-04-11,-205.7217125464788,2.0563051290025145
AAOI,-0.2042742815495157,2017-03-27,69.5959364475445,7.298453752116002
AAOI,-0.3315397466668371,2017-07-24,67.74623160858636,12.561398877697135
AAOI,-0.2253384805920823,2018-08-27,103.9195995234964,5.376029268726105
AAOI,-0.2463325511183405,2018-09-17,82.21105834347519,4.252990368458282
AAOI,-0.2083332875378014,2020-02-17,-6.404723900165337,1.4661897442162612
AAOI,-0.3048919044333704,2020-03-02,-4.990915263373283,1.142536179150737
AAOI,-0.200196275354144,2020-05-04,-12.252013442807865,1.3245100382986117
AAOI,-0.2418699459623329,2021-02-15,-21.662557574383342,1.5987707943644838
AAOI,-0.2339869202010844,2021-10-25,-13.12178404008136,0.9943574422520596
AAOI,-0.2105262842032465,2022-02-14,-8.228205395517007,0.5680185430948828
AAOI,-0.2420213000369105,2022-09-12,-7.156452208723367,0.48872992506874446
AAOI,-0.2571428717399132,2022-10-24,-4.989308539408917,0.3639478112656655
AAP,-0.230952318679116,2006-06-19,47.97161293592425,4.0239315614786975
AAP,-0.2661224137645754,2008-09-29,40.965462142493095,3.993241078389352
AAP,-0.2458720985278404,2012-05-07,43.8918321065873,9.770116057498385
AAP,-0.3400473461190098,2020-03-09,74.9523440924605,12.758765674215537
AAP,-0.2086483814874172,2022-11-07,92.44601246563786,21.947097701590998
AAP,-0.3975924571359753,2023-05-22,152.195502018583,13.512036772483109
AAT,-0.3277353976336227,2020-03-09,158.95675839224396,1.311720748431504
AAT,-0.2029801411800501,2023-02-27,171.85322592191608,1.0742748303526994
AB,-0.2694612953444116,2008-09-29,9.67403159466011,1.4573595333918905
AB,-0.2627120739212853,2008-11-10,6.912862227161997,0.7957171333043833
AB,-0.2081285069096481,2020-03-02,24.445131358696464,3.217585761763831
AB,-0.2938744566317362,2020-03-09,19.357402667800752,2.547914441314182
ABCL,-0.241315266376341,2021-02-22,86.86938282532287,12.05829649553143
ABCL,-0.20673078862873,2021-03-15,71.87284211688426,9.976634022652135
ABCL,-0.2145643801157294,2023-07-24,-72.8219702388301,2.4589844336219953
ABEO,-0.2333333333333333,2008-09-29,-2.5452488687782804,16.08801230769231
ABEO,-0.2413793103448276,2008-11-10,-4.508706467661692,8.639858461538463
ABEO,-0.2298850574712643,2011-10-24,124.28571428571428,10.367830153846155
ABEO,-0.3863636363636363,2012-05-07,-4.4989775051124745,5.243500307692308
ABEO,-0.3928571428571428,2012-07-09,-1.320754716981132,3.336772923076923
ABEO,-0.2857142857142857,2012-07-30,-1.650943396226415,4.170966153846154
ABEO,-0.375,2012-10-08,-0.6724949562878278,2.3834092307692307
ABEO,-0.2746113989637305,2014-11-03,-3.282312925170068,1.149994953846154
ABEO,-0.375,2014-12-08,-2.0408163265306123,0.7150227692307692
ABEO,-0.2513227513227513,2015-04-20,-37.8,0.45046434461538465
ABEO,-0.2127659574468085,2016-10-24,-89.47154677902432,0.8401517538461538
ABEO,-0.2389937106918239,2019-07-22,-6.514204242836423,0.3789620676923077
ABEO,-0.2453987730061349,2019-09-16,-6.6780835948574655,0.3884957046153847
ABEO,-0.2395061728395061,2020-02-17,-13.495861269210776,0.4826403692307693
ABEO,-0.3602941176470588,2020-03-02,-9.063887074630449,0.3241436553846154
ABEO,-0.4354838709677419,2020-09-21,-13.33180423750681,0.22165705846153846
ABEO,-0.2014925373134328,2020-10-19,-17.351219764852125,0.15968841846153847
ABEO,-0.2191780821917808,2021-11-22,-10.162035748092878,0.08699443692307693
ABEO,-0.532258064516129,2021-12-06,-8.630770087421348,0.07388568615384616
ABEO,-0.238095238095238,2022-04-25,-1.381578947368421,0.025025796923076927
ABEO,-0.2425000071525573,2022-09-12,-5.668130933824571,0.019067273846153848
ABEO,-0.2180451433328873,2022-11-28,-2.702153602557729,0.01901960570699839
ABEV,-0.2285710075022874,2001-09-17,4.547578676275469,3.6914276295821944
ABEV,-0.3714282883525542,2005-05-30,10.66637852779128,9.307295113661946
ABEV,-0.2278482730667963,2008-10-13,2.356773739709904,11.655417900472308
ABEV,-0.2072071803313117,2020-03-02,10.850239022005614,36.21335939263731
ABG,-0.2230769405837948,2002-05-27,102.86022389165008,1.633752626010946
