Ticker,Growth,Date,P/E Ratio,P/B Ratio
AA,0.241206210215405,2020-03-30,-3.5262850268679906,0.26122518739236067
AA,0.232732688393262,2020-05-11,15.060433498773133,0.29141709361886664
AA,0.3105317189350914,2020-05-25,20.8268181193148,0.4029957574696566
AA,0.2165980956838916,2021-10-04,25.23758654096072,2.014102830675935
AA,0.2430055741284417,2023-12-04,-26.200353707719543,1.1184688595077161
AAL,0.2050209070427042,2005-10-24,-14.136980133114085,55.551768622424134
AAL,0.2058822153418142,2006-11-06,734.2363571480364,114.5900781944893
AAL,0.2522378597671533,2008-01-21,-41.812675087858906,28.566162317921734
AAL,0.2178772922967808,2008-04-21,-4.928826676445662,16.642286839318473
AAL,0.3165134480312435,2008-07-07,-0.353080642621289,5.067065808373884
AAL,0.58188208514475,2008-07-14,-0.4648354142504404,6.670860278783522
AAL,0.5426357257831079,2008-07-28,-0.8357320159613786,11.993603193883917
AAL,0.6043480416967076,2008-10-06,37.48150663120333,10.691972149369775
AAL,0.2722709983154436,2008-10-20,64.94078640290758,18.525004515160482
AAL,0.3303569130220957,2008-11-17,36.50373493481424,10.413053058707318
AAL,0.2533559007715039,2008-11-24,48.56299612165631,13.853077122317158
AAL,0.4537035215746441,2009-03-02,-1.6373093511414718,5.020578901380626
AAL,0.219143717709964,2009-04-13,-2.784527853196704,9.227638399939913
AAL,0.3676468391410377,2009-07-13,-1.3807111926752853,4.741657753333212
AAL,0.235732137925339,2009-09-07,-2.727581290916647,9.36709794527114
AAL,0.2766567977668489,2009-11-23,-2.5971045983182166,8.065466900757
AAL,0.224687422218593,2010-05-17,-4.482140998576209,16.758507927659394
AAL,0.2039803317383487,2011-11-21,-7.836684596942811,9.343854785686649
AAL,0.2841445071526798,2012-01-16,-1.8372024980540904,14.80606018523964
AAL,0.2226635862911558,2012-05-14,-1.9139451752719008,23.382885414219572
AAL,0.3526011374817063,2020-03-16,10.93206963079612,25.592032489776845
AAL,0.332268346270905,2020-03-30,9.889415843415222,23.151174490933524
AAL,0.7704762050083706,2020-05-25,-1.99597004144014,25.887893851639934
AAL,0.2002820938975067,2023-01-02,11.83145624128142,34.960985020629764
AAOI,0.4764285768781389,2014-02-10,-352.6448362720403,2.8020519226289946
AAOI,0.2211349526573499,2015-02-16,232.27273334156385,2.045497956964065
AAOI,0.2491553860850542,2016-07-25,345.1895088218044,2.3697353708204636
AAOI,0.2586975565264714,2017-01-02,27.788795335019763,4.487286022794404
AAOI,0.2336999993961171,2017-02-13,46.19484439484838,7.4594626027900155
AAOI,0.2511143109976867,2017-07-03,47.17841083193677,13.469864496008228
AAOI,0.2532171167634645,2018-04-02,229.42857288178945,4.821530803120834
AAOI,0.3053058355132261,2018-05-21,328.47620646158856,6.903055393901797
AAOI,0.2117437867353402,2020-07-13,-12.629213225975466,2.2496473549293654
AAOI,0.3978494003420281,2022-08-01,-3.5401599054151407,0.37227261544097173
AAOI,0.5039999961853028,2022-09-05,-4.75827940616673,0.5003664147551776
AAOI,0.3064516387463771,2023-01-02,-2.611259320939372,0.37227261544097173
AAOI,0.4140969449862253,2023-05-29,-4.024822661217224,0.4543327007802085
AAOI,0.5109033791265354,2023-06-05,-5.6914894293386045,0.6424704841806336
AAOI,0.3732718499083681,2023-06-19,-7.695035731538814,0.8686361265549307
AAOI,0.2063758408055155,2023-06-26,-10.5673759541613,1.192873540411329
AAOI,0.2712100515415203,2023-07-03,-12.550183377937614,1.4390538202883691
AAOI,0.6408346000430646,2023-07-24,-11.712340789224948,1.3429834648378824
AAOI,0.3451704997646294,2023-10-23,-25.655976537365262,1.4090318163155946
AAOI,0.3614522489708158,2023-11-06,-34.12900791223821,1.874372543862982
AAOI,0.2615031296826671,2023-11-20,-47.52186575019325,2.6099112117280208
AAOI,0.2012157636733701,2023-11-27,-59.948982372228336,3.29241116178878
AAP,0.2041686122643605,2008-10-20,38.79331542573364,2.1807901952484694
AAP,0.2777565223922342,2020-03-16,49.46499839842047,6.522285415376052
AAP,0.2623744031642328,2020-03-30,55.9648444065305,7.379332866978518
AAT,0.3775606581781185,2020-03-30,102.19832788878134,0.8433467598522791
AAT,0.254489658825423,2020-05-25,131.65868377209603,1.0274855416061923
AAT,0.2690836574259,2020-11-02,256.28422979098644,0.8359674617747611
