Ticker,Growth,Date
AAME,0.2204472956463068,2015-05-27
AAME,0.2239184958838931,2016-03-23
AAME,0.21621613282419985,2016-10-07
AAME,0.24193555522327578,2017-12-12
AAME,0.2367345369910042,2018-08-29
AAME,0.2915129191784232,2018-10-29
AAME,0.2447260587094431,2018-12-24
AAME,0.30000000819506667,2019-11-13
AAME,0.2037037149452219,2019-12-04
AAME,0.23888887181583227,2020-01-27
AAME,0.2500000886485735,2020-02-11
AAME,0.4972971230997551,2020-06-08
AAME,0.2994350612077791,2020-08-10
AAME,0.24401906164756842,2020-12-23
AAME,1.09677409441451,2021-01-27
AAME,0.443037984137876,2021-03-10
AAME,0.20425531162014854,2022-03-15
AAME,0.2272727130738791,2023-11-09
AAME,0.20689655580989436,2023-12-19
AAOI,0.37042680633149616,2014-02-10
AAOI,0.3965517936397239,2014-02-20
AAOI,0.21434455096996066,2014-10-13
AAOI,0.22713858885084423,2015-02-18
AAOI,0.30298912752990126,2015-05-14
AAOI,0.2012462058020954,2015-07-08
AAOI,0.20054942118259383,2015-07-29
AAOI,0.20248669034233352,2015-09-29
AAOI,0.21311479836752578,2016-01-15
AAOI,0.20652180560820652,2016-06-27
AAOI,0.22990235335430748,2016-08-17
AAOI,0.21258395625099402,2016-08-26
AAOI,0.22464897543735615,2016-10-31
AAOI,0.29264069771637513,2017-01-03
AAOI,0.26388120374561735,2017-02-14
AAOI,0.24854049648015428,2017-03-16
AAOI,0.25754204045139323,2017-04-28
AAOI,0.2712168381074528,2017-07-03
AAOI,0.22539718261831532,2017-07-13
AAOI,0.20105826566702759,2017-11-06
AAOI,0.21232307594820715,2018-04-02
AAOI,0.22275729799100275,2018-05-18
AAOI,0.2117647283217486,2019-08-27
AAOI,0.29807692993478824,2019-10-31
AAOI,0.28395068899243203,2020-01-06
AAOI,0.21478878589784284,2020-03-12
AAOI,0.31182792023454237,2020-04-20
AAOI,0.23982866536651132,2020-06-24
AAOI,0.20981754246999157,2020-07-10
AAOI,0.20117479793062473,2020-07-24
AAOI,0.22209157917928407,2020-12-31
AAOI,0.24000000953674316,2022-07-11
AAOI,0.22222214476329621,2022-08-01
AAOI,0.20574166718476128,2022-08-10
AAOI,0.6277056638966761,2022-09-07
AAOI,0.23563223194455452,2022-12-28
AAOI,0.27027022382886295,2023-01-24
AAOI,0.22674410465022957,2023-03-27
AAOI,0.3142856870378767,2023-05-18
AAOI,0.35652171749699046,2023-05-30
AAOI,0.6666666666666666,2023-06-08
AAOI,0.43097241122070545,2023-06-21
AAOI,0.600671124294005,2023-06-30
AAOI,1.251896784366572,2023-08-03
AAOI,0.21052631039813288,2023-09-21
AAOI,0.3300562386575373,2023-10-25
AAOI,0.29672643999027193,2023-11-03
AAOI,0.2340585789265303,2023-11-21
AAOI,0.2961630961436339,2023-12-04
ABTS,0.328125,2014-04-10
ABTS,0.3488372093023256,2014-08-27
ABTS,0.27643215958428746,2016-12-01
ABTS,0.2662222120496962,2017-04-26
ABTS,0.2569170037949454,2017-11-27
ABTS,0.20125791444737465,2017-12-06
ABTS,0.21224492909956966,2018-03-26
ABTS,0.2669452068525703,2018-06-01
ABTS,0.3201058871174544,2018-07-02
ABTS,0.6346154904224505,2018-10-26
ABTS,0.4205881730082971,2019-01-02
ABTS,0.6356108116262178,2019-01-11
ABTS,0.24735730900126407,2019-02-21
ABTS,0.3898304536814535,2019-03-04
ABTS,0.32692312100935456,2019-04-26
ABTS,0.4489051148877349,2019-06-05
ABTS,0.3576825762322382,2019-06-14
ABTS,0.31756758280615455,2019-07-15
ABTS,0.2243589978716556,2019-08-23
ABTS,0.20481930133444748,2019-10-28
ABTS,0.218500018119812,2019-11-06
ABTS,0.27647059731004947,2019-12-20
ABTS,1.0999999046325684,2020-03-09
ABTS,0.6150944385039728,2020-04-07
ABTS,0.3996889063984612,2020-05-22
ABTS,0.22222228109100875,2020-06-03
ABTS,0.28048775789639796,2020-06-30
ABTS,0.3895216394725573,2020-07-29
ABTS,0.3112582990586887,2020-08-14
ABTS,0.2993762826305997,2020-10-14
ABTS,0.23357667980898322,2021-01-05
ABTS,0.223684235292789,2021-01-15
ABTS,0.2634407992252165,2021-01-27
ABTS,0.25531922017033437,2021-02-05
ABTS,0.22277230293700984,2021-02-26
ABTS,0.356275249323572,2021-03-09
ABTS,0.20496896893368938,2021-03-19
ABTS,0.3814180646894286,2021-04-13
ABTS,0.2520324698962627,2021-05-03
ABTS,0.9000000619269052,2021-05-12
ABTS,0.6135972620190664,2021-06-18
ABTS,0.5120000203450521,2021-06-29
ABTS,0.3983739853157418,2022-03-14
ABTS,0.39759034933277626,2022-03-28
ABTS,0.23966947746491854,2022-07-07
ABTS,0.20000002073205078,2022-07-22
ABTS,0.22480627103720607,2022-08-05
ABTS,0.21951220575930613,2022-10-12
ABTS,1.1666666356225799,2023-01-03
ABTS,0.27184463996826025,2023-07-26
ABTS,0.27551017925670807,2023-11-24
ABTS,0.34374999029872255,2023-12-15
ABVC,0.5000001277669313,2014-05-02
ABVC,0.20000005110677252,2014-09-10
ABVC,0.6666665956850412,2014-10-15
ABVC,0.2499999467637809,2014-12-01
ABVC,0.2499999467637809,2014-12-18
ABVC,1.0,2015-02-12
ABVC,3.9999997870551236,2015-02-24
ABVC,1.0,2015-03-18
ABVC,0.2499999467637809,2015-04-14
ABVC,1.4999998935275618,2015-07-06
ABVC,4165.667188746777,2015-09-08
ABVC,1.0,2016-04-19
ABVC,0.3333333333333333,2018-12-19
ABVC,13.4,2019-05-09
ABVC,0.6666666666666666,2019-07-08
ABVC,0.25,2019-11-05
ABVC,0.375,2020-04-06
ABVC,0.25,2020-05-05
ABVC,0.2692307692307692,2020-07-08
ABVC,0.45454545454545453,2020-11-09
ABVC,0.23820221290159746,2021-04-29
ABVC,0.34741792445717123,2021-08-17
ABVC,0.28571430470232534,2021-08-26
ABVC,1.284090913195912,2021-10-21
ABVC,0.2810457605967084,2021-12-13
ABVC,0.24122807824747447,2022-03-21
ABVC,0.6730769477652384,2022-08-10
ABVC,0.2009237646393413,2022-08-23
ABVC,0.550724588605292,2022-12-23
ABVC,0.2272728028047851,2023-04-26
ABVC,0.4036939908200668,2023-07-17
ABVC,0.46453083814017965,2023-10-17
