Ticker,Growth,Date,P/E Ratios
ABTS,-0.2892561983471074,2014-08-18,-1501.2406947890818
ABTS,-0.2283018580022847,2016-11-02,-232.04903677758318
ABTS,-0.2332474076034588,2016-11-17,-169.87740471567665
ABTS,-0.234375,2018-03-15,-114.04133998574483
ABTS,-0.2176656580382711,2018-05-04,-121.36294319655228
ABTS,-0.2707952015051909,2018-06-12,-104.47932969191173
ABTS,-0.2945891846379165,2018-07-12,-82.12640145799688
ABTS,-0.2820513118340098,2018-08-23,-51.34957334255999
ABTS,-0.2321428100065301,2018-09-04,-36.866358819174245
ABTS,-0.2178099071263567,2018-10-02,-19.35258597954518
ABTS,-0.2285714149475097,2018-10-16,-16.301816488122963
ABTS,-0.3019230293098974,2018-12-11,-12.109920375559238
ABTS,-0.2270341266477008,2019-04-05,-1029.7297142647408
ABTS,-0.646859088139991,2019-04-16,-795.9459279034588
ABTS,-0.3029046109063338,2019-07-01,-359.70150534786393
ABTS,-0.2124999761581421,2019-07-31,-298.5074626865672
ABTS,-0.2608695291616508,2019-12-11,-95.43568266872549
ABTS,-0.2173912874466984,2020-02-18,-76.34854910284652
ABTS,-0.6527777915751487,2020-02-27,-59.751039718691246
ABTS,-0.2438094613124966,2020-03-18,-43.568462751713035
ABTS,-0.3324937636578333,2020-03-27,-32.94605931800431
ABTS,-0.2392856922380771,2020-05-07,171.42856607631762
ABTS,-0.2511415786096517,2020-06-19,223.4693935939244
ABTS,-0.2195555369059244,2020-07-20,-229.59183673469389
ABTS,-0.278761061013319,2020-09-10,-461.2244878496443
ABTS,-0.209302330416818,2020-09-22,-351.02041400208765
ABTS,-0.3152542548219348,2021-02-17,-122.4066409827268
ABTS,-0.2411873369387177,2021-04-01,-51.926780987337146
ABTS,-0.266146938917688,2021-05-25,-173.02503934944755
ABTS,-0.2575079764346765,2021-06-09,-150.7707092343957
ABTS,-0.2662499745686849,2021-07-14,9230.76923076923
ABTS,-0.4305882173426012,2021-07-26,6538.461538461539
ABTS,-0.3057851675274692,2021-08-04,3723.0770404522236
ABTS,-0.2509652040499493,2021-11-19,1992.307626284086
ABTS,-0.2938272196533193,2021-12-21,1557.6923810518706
ABTS,-0.3238095079509945,2022-01-11,-103.61842418971814
ABTS,-0.249999981827852,2022-03-03,-53.94736795048965
ABTS,-0.3232758199878016,2022-04-06,-76.31578727772362
ABTS,-0.2072580863794351,2022-06-03,-40.78947399791918
ABTS,-0.2277777652681606,2022-08-17,-69.4980676569994
ABTS,-0.2517985808948674,2022-08-26,-53.667953115632635
ABTS,-0.2036553055489047,2022-12-12,-29.575288525879614
ABTS,-0.2131147901398677,2022-12-21,-23.552124104444584
ABTS,-0.2052979766472947,2023-01-13,-2.2972767236623413
ABTS,-0.22302154386323,2023-02-02,-2.1147116776127874
ABTS,-0.2080291719922907,2023-02-16,-2.084284200164874
ABTS,-0.2294118199793922,2023-08-08,-17.258883732829602
ABTS,-0.2854961600047175,2023-08-17,-13.299491804868437
ABVC,-0.7959999921636283,2016-03-15,-372.6069813529425
ABVC,-0.4852458867600994,2016-04-08,-75.69355554574702
ABVC,-0.2105263157894736,2019-01-17,-97.97461827140688
ABVC,-0.9444444444444444,2019-04-29,-427.1881526485666
ABVC,-0.3023255813953488,2019-05-30,-408.2020125308525
ABVC,-0.2033333333333333,2019-06-10,-284.79210176571104
ABVC,-0.5384615384615384,2019-06-26,-246.81982153028292
ABVC,-0.3279313729789832,2019-08-12,-325.97887360434714
ABVC,-0.2444444444444444,2019-09-27,-279.67681789931635
ABVC,-0.2040816326530612,2020-01-06,-81.66666666666667
ABVC,-0.2307692307692307,2020-01-15,-65.0
ABVC,-0.2241379310344827,2020-03-13,-48.333333333333336
ABVC,-0.2452830188679245,2020-03-26,-44.16666666666667
ABVC,-0.25,2020-04-24,-49.921996879875195
ABVC,-0.2948717948717949,2020-10-29,-41.10888584378623
ABVC,-0.395959603666055,2021-07-23,-61.30790190735695
ABVC,-0.2393442372806736,2021-08-04,-37.775575922714886
ABVC,-0.2926829457401205,2021-09-07,-45.702256038988
ABVC,-0.2586206896551724,2021-09-28,-35.91776071340104
ABVC,-0.4543946609926576,2021-11-01,-89.61212548233102
ABVC,-0.2316384296465327,2022-01-11,-11.160151805132063
ABVC,-0.2312924940575385,2022-03-09,-9.268600131945231
ABVC,-0.2644927914316372,2022-05-10,-13.662013850841365
ABVC,-0.5555555555555556,2022-06-01,-10.023760023760024
ABVC,-0.2116935371453258,2022-07-06,-16.694715712376215
ABVC,-0.2215568947763844,2022-08-01,-11.242005769671195
ABVC,-0.32407406835072,2022-09-07,-18.17569873903545
ABVC,-0.2282248913421091,2022-10-05,-7.991189158435435
ABVC,-0.239252290801508,2023-01-05,-7.287338969737204
ABVC,-0.2032608613400016,2023-05-09,-16.733357237659398
ABVC,-0.2006369724182362,2023-06-20,-11.422335776297473
ABVC,-0.484962420841225,2023-07-26,-7.791447234419123
ABVC,-0.3029197226374002,2023-08-04,-4.012888121758558
ABVC,-0.2887700323401416,2023-08-18,-2.7387229126660393
ABVC,-0.2605042412459313,2023-09-13,-1.7428237510551539
ABVC,-0.2544379007089637,2023-11-20,-2.065762201711843
ABVC,-0.216417965551185,2023-12-01,-1.6379416127351192
ACB,-0.2895148757770804,2014-07-18,-63.2829910911742
ACB,-0.5769230581129321,2014-12-31,-83.86452419034036
ACB,-0.332673273185334,2015-02-20,-46.540203113525145
ACB,-0.277258571605838,2015-05-22,-439.22463463812625
ACB,-0.2168960494074818,2016-11-23,-689.5009444720224
ACB,-0.3006114677142235,2018-01-23,6286.441657353828
ACB,-0.2375143202635316,2018-03-23,4143.396354966542
ACB,-0.3775684648900222,2018-10-15,1042.8571246919178
ACB,-0.2079207721350333,2018-11-07,721.4285532633463
ACB,-0.2026144388364425,2018-12-12,546.4285895937965
ACB,-0.2265022677758429,2019-09-11,-21573.406864071156
ACB,-0.2217294850209556,2019-10-03,4772.486880132551
ACB,-0.2680965110895191,2019-11-06,3947.0900009128363
ACB,-0.2083333367296094,2019-11-21,3301.5872477644125
ACB,-0.2269230867043519,2019-12-12,2751.322751322751
ACB,-0.236111147086478,2019-12-31,-18.195220399917957
ACB,-0.2700000127156575,2020-02-03,-16.847425502790355
ACB,-0.2163742424795622,2020-02-19,-14.40454859065966
ACB,-0.2686567397870735,2020-02-28,-11.287775301095632
ACB,-0.3244897663932562,2020-03-10,-8.255238389254227
ACB,-0.2342342578623189,2020-05-01,-60.45145153016952
ACB,-0.2100840403479582,2020-08-27,-5.722942082155614
ACB,-0.279944309672648,2020-09-14,-4.316252858571057
ACB,-0.2645556805127576,2020-11-06,-106.4246130295455
ACB,-0.2178091370915635,2021-02-09,-89.56851394509734
ACB,-0.2186788600259886,2021-05-05,-103.39143081930972
ACB,-0.2199999640969669,2021-11-12,-1416.6666666666667
ACB,-0.2427844258284921,2022-01-11,-156.1092009697294
ACB,-0.2707006402313407,2022-05-02,-6.659173248474174
ACB,-0.4641638150827405,2022-05-20,-6.2138144417238665
ACB,-0.2151899070354667,2022-06-02,-3.3507942635113066
ACB,-0.2156862842873182,2022-09-14,-6.155950829136101
ACB,-0.2000000136239188,2022-12-02,-81.49010477299184
ACB,-0.2380239096721922,2023-05-19,-28.571427837205402
ACB,-0.2312500186264509,2023-09-12,-12.618297031374508
ACB,-0.241192436613288,2023-09-21,-9.700315607835066
ACCO,-0.2120909928674786,2018-10-19,26.95485001018826
ACCO,-0.2413365424445324,2020-03-03,16.98482642739506
ACCO,-0.3567955922367637,2020-03-12,12.88576503257967
ACMR,-0.2266373224110612,2018-04-13,-74.62932800343245
ACMR,-0.2109988349599982,2019-08-08,77.04280229857923
ACMR,-0.2843016251364496,2020-01-22,254.40252052163177
ACMR,-0.2307034955003465,2020-02-27,184.01466825473233
ACMR,-0.361347631881139,2020-03-09,141.56184106502891
ACMR,-0.350836616129278,2020-08-27,-16822.22260369195
ACMR,-0.2195313318190636,2021-02-16,345.3737960578247
ACMR,-0.256567520505874,2021-02-25,269.5534266338447
ACMR,-0.2562371479374767,2021-06-28,424.10502285832155
ACMR,-0.2167935371929816,2022-03-01,114.7162385464319
ACMR,-0.2233801709717263,2022-04-04,-223.83366830450527
ACMR,-0.2690131850420708,2022-05-02,-161.35902482162385
ACMR,-0.2512755393733678,2022-09-15,84.16532638312282
ACMR,-0.2970450852882236,2022-09-29,69.02844689574475
ACMR,-0.3108407029465899,2022-10-10,28.241174513755162
ACMR,-0.2427572676936116,2022-12-13,31.27147837826253
ACMR,-0.2602257020199601,2023-02-15,77.52870587848977
ACMR,-0.2874220269624154,2023-10-18,49.04409832046435
ADV,-0.2135289927862741,2021-01-15,-28.04571533203125
ADV,-0.2317969408906043,2022-02-23,96.58064688405683
ADV,-0.2269129033646083,2022-08-29,354.2056039114979
ADV,-0.2375367040499065,2022-11-01,51.666667967131644
ADV,-0.2643678029672243,2023-03-02,-0.5860032544726701
ADV,-0.208860780982286,2023-04-06,-10.66126884558262
ADV,-0.2013889371796871,2023-10-17,-38.502675326750236
AEHL,-0.2062780601759257,2014-02-13,-9.887264675564236
AEHL,-0.2296295963569281,2014-07-29,-5.9913330078125
AEHL,-0.2040816595210756,2014-10-01,-4.349264074254919
AEHL,-0.2222222293578322,2015-08-17,1.2375000317891438
AEHL,-0.233333322736952,2015-12-02,1.070631970260223
AEHL,-0.209999974568685,2016-01-08,-0.058351568198395334
AEHL,-0.3529411764705882,2016-01-26,-0.049598832968636035
AEHL,-0.3636363636363636,2016-02-04,-0.032093362509117436
AEHL,-0.2340425603868589,2016-04-15,1.8800000508626302
AEHL,-0.2000000363304501,2016-05-05,1.4
AEHL,-0.2083332931955238,2016-06-21,1.3199999491373697
AEHL,-0.2660377550425019,2016-07-25,0.676595744680851
AEHL,-0.2093664162744721,2016-08-11,0.46340426181225064
AEHL,-0.2086092918784925,2016-10-10,7.549999872843425
AEHL,-0.2136363405169862,2017-04-04,-0.01872340425531915
AEHL,-0.2080925382318652,2018-03-22,-0.06313868798768724
AEHL,-0.2365145444956189,2018-11-02,-0.10055633247810544
AEHL,-0.3492063310518035,2018-11-20,-0.07885952818211328
AEHL,-0.219047606937469,2018-12-12,-0.04381084840055633
AEHL,-0.2236841510867787,2019-04-18,-0.02629757697469498
AEHL,-0.2043010370439241,2019-11-26,-0.028881987182743554
AEHL,-0.3584905626426686,2019-12-13,-0.0329192538685927
AEHL,-0.2111111393681279,2020-01-14,0.02939575394665215
AEHL,-0.2388059751063489,2020-02-19,0.021883506131159202
AEHL,-0.3272727041533498,2020-03-03,0.017964071856287425
AEHL,-0.2162162603355525,2020-03-12,0.01208492148227515
AEHL,-0.2872340483094872,2020-05-20,0.030702232730473004
AEHL,-0.3846153752103127,2020-08-17,-0.08394618286475343
AEHL,-0.2808988764044944,2021-02-17,-0.06913515954763545
AEHL,-0.3182957462972102,2021-06-08,-0.06198860609983227
AEHL,-0.2867646831954635,2021-07-12,-0.23050847026587878
AEHL,-0.2234332586505015,2021-08-03,-0.20734463707875397
AEHL,-0.2322097597669463,2021-11-19,-0.15084746193751103
AEHL,-0.3016759627715374,2022-01-07,-0.5966666539510092
AEHL,-0.207792200553998,2022-04-05,-0.5133333206176758
AEHL,-0.2882883041557689,2022-05-02,-0.3700000127156576
AEHL,-0.2888888782925076,2022-09-08,-0.18430046709929496
AEHL,-0.416666699780357,2022-09-28,-0.1965871727175867
AEHL,-0.2173913013431811,2022-11-08,-0.14129702672904415
AEHL,-0.2222222148636239,2022-12-12,-0.14744036977359992
AEHL,-0.2129629768625369,2023-02-01,-0.41538462272057164
AEHL,-0.2302158199342087,2023-05-24,-0.534615369943472
AEHL,-0.2327586788059538,2023-06-06,-0.4461538608257587
AEHL,-0.2023809388651593,2023-07-07,0.3884392887181629
AEHL,-0.2250000238418579,2023-08-14,0.3699421965317919
AEHL,-0.3225806550850608,2023-08-23,0.28670519349202944
AEHL,-0.2142856899572867,2023-09-01,0.19421964435908146
AEHL,-0.2492307516244741,2023-09-25,0.15028901734104047
AEHL,-0.2464285960611036,2023-10-24,0.12947976658109986
AEHL,-0.2037914544675293,2023-11-02,0.09757224948420001
AEHL,-0.2195121606771819,2023-12-01,0.13271675771371477
AENT,-0.207492783772622,2023-01-26,119.79286360658352
AENT,-0.5393939451737837,2023-02-06,94.9367088607595
AENT,-0.2000000211927625,2023-03-06,51.783659378596084
AENT,-0.2119047397388612,2023-03-23,48.33141322514541
AENT,-0.3520710109257779,2023-04-06,-22.16393517666176
AENT,-0.4048780209815332,2023-06-23,-26.885245276279136
AENT,-0.2425373429762377,2023-07-14,-23.183391580944658
AENT,-0.2336956842156343,2023-09-08,-15.916955306043263
AENT,-0.2477249739297486,2023-12-06,-14.416909947687268
AEP,-0.203633761915529,2020-03-11,268.57375486714744
AFCG,-0.2069633495494861,2023-03-03,73.97920827832372
AGI,-0.2694423766206441,2014-01-13,-27.726943095154773
AGI,-0.2094239437882168,2015-01-13,-8.510794672932658
AGI,-0.2970712425562586,2015-07-09,-3.2022707325510513
AGI,-0.2340424311728065,2015-09-18,-3.148674981547154
AGI,-0.2172774996023561,2015-11-03,-27.83867445859042
AGI,-0.2120343231344739,2016-01-05,-14.231696175336333
AGI,-0.2015114869914931,2016-11-02,432.8167371157199
AGI,-0.2149836754206154,2020-03-03,62.29465433176128
AGNCO,-0.2550495022966985,2020-03-03,14.201587106825189
AGNCO,-0.2009569272936262,2020-03-12,10.579480761062213
AHG,-0.2308333324104354,2018-06-07,37.47657713928795
AHG,-0.2312579775803733,2018-11-05,-66.11593562125893
AHG,-0.2429752033112835,2018-11-14,-50.82609806365241
AHG,-0.5109170376904034,2018-11-26,-38.47661655311724
AHG,-0.2065491242371005,2019-02-25,-60.76530534393933
AHG,-0.2197182425098057,2019-04-08,168.77970869303127
AHG,-0.2445255673462852,2019-05-28,130.26941786099536
AHG,-0.2213115197275409,2019-08-21,-49.66078813881531
AHG,-0.2582782032060929,2019-10-09,-21.489564562658206
AHG,-0.3862385378626933,2019-10-23,-15.51233387536297
AHG,-0.3072463470989929,2019-11-12,-9.819734028666025
AHG,-0.2071794722985727,2019-12-30,-13.875711348748977
AHG,-0.223803385996183,2020-01-09,-11.000948793747847
AHG,-0.2931034411885084,2020-01-27,-8.254269494956088
AHG,-0.2162740673426114,2020-03-02,-6.646110165503718
AHG,-0.3495575647575434,2020-06-03,-16.081594425541628
AHG,-0.2933333395145559,2020-07-09,-17.077798409072905
AHG,-0.7432795763532609,2020-08-13,-35.294117918503126
AHG,-0.2388060033440872,2020-10-22,-12.713472802453522
AHG,-0.2410072241687832,2021-02-11,-13.18785565175413
AHG,-0.2075471517750264,2021-02-24,-10.056925453316328
AHG,-0.259259266267448,2021-04-08,-2.650399643380852
AHG,-0.525762342761572,2021-10-19,-54.06481085208548
AHG,-0.3093681980584106,2021-11-08,-26.09437266962985
AHG,-0.2110727028968846,2021-11-23,-16.429790249597357
AHG,-0.2200772015954346,2021-12-07,-14.724274668387217
AHG,-0.2477064516174895,2021-12-21,-12.393405723463344
AHG,-0.2122905046535577,2022-02-11,-10.17623628114285
AHG,-0.2349397551426781,2022-04-08,-14.335060160806554
AHG,-0.2511811106401144,2022-04-20,-10.967184636671103
AHG,-0.2017937416299577,2022-07-21,-9.628670203253396
AHG,-0.2013889123635828,2022-10-03,73.2203408823175
AHG,-0.2400000357627863,2022-10-13,67.79661117973974
AHG,-0.2763157701248766,2022-10-24,51.525422072006485
AHG,-0.2558139825009082,2022-12-16,36.440678572250626
AHG,-0.2499999534338702,2023-03-01,40.67796519247152
AHG,-0.2156862565043361,2023-04-03,-11.29746814317341
AHG,-0.2617647515139362,2023-07-18,-10.759493784059451
AHG,-0.2140921376382749,2023-08-09,-11.677214805083938
AHG,-0.2925531668677055,2023-10-17,-37.301587206976755
AHG,-0.2246376404715193,2023-10-27,-27.380952286341834
AHG,-0.2403931584305366,2023-11-20,-22.202380119808137
AHG,-0.2235294026899505,2023-11-30,-16.8650798381321
AIFF,-0.2400000254313151,2014-01-24,418.99441340782124
AIFF,-0.25,2014-04-07,-134.37849944008957
AIFF,-0.233333322736952,2014-06-25,-100.78387458006718
AIFF,-0.2068965233747224,2014-07-17,-60.88173414461257
AIFF,-0.2413793046749444,2014-08-06,-60.88173414461257
AIFF,-0.2272727305567297,2014-08-22,-46.186143489381166
AIFF,-0.2173913013431811,2015-05-08,-96.63865679786318
AIFF,-0.2173913013431811,2015-05-21,-96.63865679786318
AIFF,-0.2500000496705353,2016-01-11,15.46890167816585
AIFF,-0.2352940846479468,2016-02-11,16.43570707261543
AIFF,-0.2352940846479468,2016-06-17,-27.1999994913737
AIFF,-0.2222222712795421,2016-06-30,-40.32860414762832
AIFF,-0.2105262893719017,2016-09-22,-42.569079979575335
AIFF,-0.2000000211927625,2016-12-20,-83.95522388059702
AIFF,-0.2272727305567297,2017-04-12,-246.26865315793165
AIFF,-0.233333322736952,2017-06-23,-335.82089552238807
AIFF,-0.2068965233747224,2017-07-18,111.11110867516139
AIFF,-0.2413793046749444,2017-08-08,111.11110867516139
AIFF,-0.2413793046749444,2017-09-11,111.11110867516139
AIFF,-0.208333338852282,2017-10-03,75.23510772481858
AIFF,-0.2187500310440847,2017-11-15,100.313483609924
AIFF,-0.2195121762110983,2018-05-08,-458.9552309975695
AIFF,-0.2222222712795421,2018-06-29,-402.9850817438382
AIFF,-0.2608695892545508,2018-11-20,266.40927009140665
AIFF,-0.2272727305567297,2018-12-13,254.82625114411462
AIFF,-0.2692308115535929,2019-03-26,-218.48740030069644
AIFF,-0.2857142532763823,2019-10-22,-26.135655315900042
AIFF,-0.3076923123948437,2019-12-27,-24.268824488907477
AIFF,-0.4090908861028914,2020-01-17,-52.79999923706055
AIFF,-0.2000000211927625,2020-02-21,-36.0
AIFF,-0.3333333333333333,2020-03-24,-36.0
AIFF,-0.3333333627677253,2020-04-24,-46.511628728401654
AIFF,-0.2380952308868156,2020-06-04,-54.26356753432268
AIFF,-0.3333332891817434,2020-06-24,-62.01550223311918
AIFF,-0.2178988271017869,2021-05-03,351.2528404287977
AIFF,-0.2024793010633759,2022-01-10,-154.87999674479167
AIFF,-0.2186147310060562,2022-04-28,-115.27905356692642
AIFF,-0.2326870163207044,2022-05-09,-90.07735428076006
AIFF,-0.2509804021299275,2022-05-31,-63.628046244697664
AIFF,-0.2513966444729903,2022-06-21,-44.66439388084459
AIFF,-0.2530864120008181,2022-08-18,-54.952508451064105
AIFF,-0.2734375388051056,2022-09-09,-43.419269025190985
AIFF,-0.2181818413011955,2022-10-13,-12.919390831147476
AIFF,-0.221052604809142,2022-11-04,-11.157655717809185
AIFF,-0.3378378691857873,2022-11-15,-8.691226857823848
AIFF,-0.2142857142857142,2022-12-06,-8.22143052891203
AIFF,-0.5163934016157223,2023-03-03,-7.4361523952378334
AIFF,-0.3220339275280827,2023-03-14,-3.596172364928067
AIFF,-0.25,2023-03-23,-2.438082854182328
AIFF,-0.3148148235361158,2023-05-09,-23.040820314236175
AIFF,-0.2195121762110983,2023-06-05,-17.493955611911343
AIFF,-0.2599999745686848,2023-08-18,127.22646310432569
AIFF,-0.2121211624962839,2023-09-01,83.96946241331868
AIFF,-0.3161290319272722,2023-10-13,-120.31048112205517
AIFF,-0.2405660656744205,2023-10-24,-82.2768451942355
AIFF,-0.4085714249383835,2023-11-21,-135.83441138421733
AIFF,-0.3381642337733698,2023-12-01,-80.33635236930108
AKAM,-0.2024000244140626,2017-05-02,146.78252700798495
ALBT,-0.4605263157894737,2018-04-05,-21509.43396226415
ALBT,-0.2446043165467626,2018-11-14,-12950.310559006211
ALBT,-0.211864406779661,2019-02-05,-22002.762430939223
ALBT,-0.3922413793103448,2019-04-15,-11638.795986622074
ALBT,-0.2204081632653061,2019-05-28,-6145.484949832776
ALBT,-0.2165354330708661,2019-09-18,-6568.965517241379
ALBT,-0.3006535947712418,2020-03-02,-3196.3788300835654
ALBT,-0.21875,2020-08-18,-618.8757091284167
ALBT,-0.2138364779874214,2021-02-16,-629.287598944591
ALBT,-0.2080644997217322,2021-06-11,-654.4686840253343
ALBT,-0.2271844561431786,2021-12-27,-653.276955602537
ALBT,-0.2148148148148148,2022-04-20,-432.8772979905943
ALBT,-0.2372881355932203,2022-05-04,-378.36682342881574
ALBT,-0.2176870477615684,2022-06-03,-377.0842109800863
ALBT,-0.2556390977443609,2022-08-25,-436.9250985545335
ALBT,-0.2037037037037037,2022-09-14,-354.796320630749
ALBT,-0.25,2022-10-19,-150.6186121570737
ALBT,-0.3142856819919808,2022-11-08,-169.44593867670793
ALBT,-0.2396313185832483,2022-11-28,-116.72942168571113
ALBT,-0.273076913295648,2022-12-30,-139.86013986013987
ALBT,-0.2421874534338699,2023-02-13,-234.7188201879425
ALBT,-0.2761627988641665,2023-03-07,-210.26894243733128
ALBT,-0.2570280820967822,2023-03-16,-152.20048277962957
ALBT,-0.2153845893012153,2023-06-13,-107.3394495412844
ALBT,-0.2049504699946355,2023-09-20,-58.29164916710378
ALBT,-0.2230672019276226,2023-10-12,-85.76086984164472
ALBT,-0.2186441057865075,2023-11-13,-64.13043754688208
ALBT,-0.2120622854464723,2023-11-30,-55.86956549381864
ALGN,-0.3071296183416711,2018-10-16,270.2000665064587
ALGN,-0.285231477349545,2019-07-16,154.0025244228912
ALGN,-0.2121594410531742,2020-02-19,180.95455334061398
ALGN,-0.2989726494030492,2020-03-05,150.62026798211429
ALGN,-0.2081055887083239,2022-03-03,198.97895903606218
ALGN,-0.2823762247843071,2022-04-19,250.36268711736858
ALGN,-0.3114612269309789,2023-10-17,175.08699295604796
ALGT,-0.2088443376325709,2020-02-18,43.543112740798634
ALGT,-0.2226938643832873,2020-03-03,34.89103794451001
ALGT,-0.3007313842018888,2020-03-12,27.121020589166882
ALGT,-0.2501079312084931,2020-03-24,24.510737412772606
ALGT,-0.21890355177057,2022-02-24,286.18267285221594
ALGT,-0.2377866195147998,2022-06-07,-340.9204941508601
ALGT,-0.2152525335825457,2022-09-15,395.9492497670475
ALGT,-0.222457228563439,2023-03-08,36.06045782537142
ALK,-0.2257173469046104,2020-02-19,45.00690481280754
ALK,-0.2594468519727509,2020-03-03,32.714087660141416
ALK,-0.3149943149269488,2020-03-12,24.226520601557105
ALK,-0.2553742317360175,2020-06-08,-26.59186030723908
ALK,-0.2225978997580383,2022-02-24,400.000005430174
ALK,-0.2158929886593764,2022-06-07,-43.4663863169043
ALK,-0.2015850102316988,2023-03-08,284.78008729440194
ALLO,-0.2018652422682666,2018-11-08,-88.05298457871999
ALLO,-0.234096709577504,2020-03-03,-47.25992136897756
ALLO,-0.2097783116570771,2020-10-28,-67.56289668748948
ALLO,-0.4898989809171027,2021-09-29,-48.926059249416774
ALLO,-0.2608695891097488,2021-12-02,-33.45601148368014
ALLO,-0.206762046912467,2021-12-30,-26.954083621522816
ALLO,-0.255762846836235,2022-05-02,-16.126747489249862
ALLO,-0.2048276046226764,2022-09-12,-27.79907975460123
ALLO,-0.2347729732281538,2022-12-07,-15.601243491657208
ALLO,-0.2428571156093051,2023-11-03,-9.568069983597594
ALLO,-0.2271186662590113,2023-11-17,-8.064516259386867
ALLT,-0.2293080167520595,2015-06-25,-6141.666571299235
ALLT,-0.2438785738150923,2020-03-05,-209.22131225711007
ALLT,-0.2112583081767529,2021-11-02,-178.48700214503225
ALLT,-0.2226820858752149,2022-01-12,-109.2224224566551
ALLT,-0.2205882394190066,2022-02-09,-92.2242297401911
ALLT,-0.2254196738662596,2022-04-01,-49.702027131036296
ALLT,-0.20506327417756,2022-12-01,-11.363636500816213
ALLT,-0.2017045573847107,2023-02-22,-19.74200774496082
ALLT,-0.2100000381469726,2023-07-11,-5.461496450027307
ALLT,-0.2071005988115186,2023-11-15,-5.21927133174941
ALUR,-0.3173257930201635,2023-07-24,-20.557491067671474
ALUR,-0.4386206659777411,2023-08-02,-14.034068912117695
ALUR,-0.2039312351640091,2023-08-11,-7.878436259507119
ALUR,-0.2730435081150221,2023-09-15,-11.13046844754162
ALUR,-0.2049383019841371,2023-11-27,-7.553152164742378
AMPS,-0.2117527558241045,2022-01-11,210.89743345211713
AMPS,-0.2271186601404455,2022-03-17,189.10257225362662
AMPS,-0.2271186662590113,2022-05-02,15.024191737630334
AMPS,-0.2817229375211218,2022-06-17,21.87420461570637
AMPS,-0.2107913260368326,2022-09-27,89.79327918947206
AMPS,-0.2090628426192827,2022-10-27,-15.464245959781769
AMPS,-0.2142857221335935,2022-11-10,-13.82385778814426
AMPS,-0.2106703110680819,2023-03-07,17.48803814062091
AMTD,-0.5531295601456138,2022-02-23,19.09040441862872
AMTD,-0.2647058686033112,2022-05-09,5.668766103704226
AMTD,-0.6700000081743512,2022-08-02,119.01388495324454
AMTD,-0.2167300465251654,2022-08-17,44.71521601862055
AMTD,-0.3203883615002902,2022-08-26,35.02408517052209
AMTD,-0.2471910363189171,2022-09-16,30.263531610019218
AMTD,-0.2047618925075866,2023-01-05,11.773500636768572
AMTD,-0.2666666180999177,2023-10-13,10.350776034021186
AMTD,-0.20154037588726,2023-10-31,6.719378646315344
AMZN,-0.2317619974735998,2016-01-28,632.8187235798018
AMZN,-0.247637363031638,2022-04-28,-382.9356371346167
AMZN,-0.2311800786078512,2022-10-24,431.00719314684966
AON,-0.2130123884006981,2020-03-04,140.3015862913888
APDN,-0.2045454545454545,2014-10-23,-43.38352017826683
APDN,-0.2647619047619047,2014-11-05,-34.50961832362134
APDN,-0.3523316062176165,2014-11-14,-25.372786043653022
APDN,-0.2175066312997347,2015-03-06,-7.435404308737907
