Date,Open,High,Low,Close,Adj Close,Volume
2023-11-20,229.1999969482422,231.8300018310547,227.53500366210938,231.80999755859375,231.19126892089844,568700
2023-11-21,231.80999755859375,232.0,229.88800048828125,230.3800048828125,229.7650909423828,380000
2023-11-22,231.64999389648438,235.77000427246094,230.39999389648438,234.85000610351562,234.22317504882812,429200
2023-11-24,234.6699981689453,236.02000427246094,233.56399536132812,235.6699981689453,235.04095458984375,150700
2023-11-27,234.8000030517578,241.65499877929688,229.27000427246094,240.47000122070312,239.82814025878906,549700
2023-11-28,239.2899932861328,239.83999633789062,235.89999389648438,238.0,237.36476135253906,669600
2023-11-29,239.99000549316406,241.08999633789062,232.8800048828125,238.6199951171875,237.98309326171875,516400
2023-11-30,238.82000732421875,240.8800048828125,238.05999755859375,240.36000061035156,239.71844482421875,294100
2023-12-01,239.4199981689453,243.47500610351562,239.4199981689453,242.69000244140625,242.04222106933594,305300
2023-12-04,242.57000732421875,246.5,240.6999969482422,245.02000427246094,244.36602783203125,506100
2023-12-05,245.08999633789062,245.6300048828125,242.10000610351562,243.30999755859375,242.6605682373047,331500
2023-12-06,245.86000061035156,248.97999572753906,243.38999938964844,247.07000732421875,246.41053771972656,557400
2023-12-07,248.6199951171875,250.6999969482422,243.77000427246094,245.75999450683594,245.10401916503906,359000
2023-12-08,244.88999938964844,248.38499450683594,244.88999938964844,247.17999267578125,246.52024841308594,288200
2023-12-11,245.5800018310547,250.4499969482422,244.25999450683594,246.07000732421875,245.41322326660156,404000
2023-12-12,247.57000732421875,249.0,245.47999572753906,248.85000610351562,248.185791015625,691600
2023-12-13,249.3300018310547,252.4600067138672,247.39999389648438,251.77999877929688,251.1079559326172,345900
2023-12-14,253.1999969482422,253.75,240.60000610351562,245.16000366210938,244.50564575195312,656600
2023-12-15,244.57000732421875,247.47000122070312,243.57000732421875,245.67999267578125,245.0242462158203,591600
2023-12-18,246.88999938964844,253.25999450683594,246.74000549316406,251.24000549316406,250.5694122314453,408600
2023-12-19,254.17999267578125,258.3900146484375,253.56500244140625,254.49000549316406,253.8107452392578,435000
2023-12-20,255.8000030517578,257.42999267578125,252.42999267578125,252.8000030517578,252.125244140625,328400
2023-12-21,255.64999389648438,257.42999267578125,254.58999633789062,256.04998779296875,255.36656188964844,249700
2023-12-22,256.7099914550781,259.4049987792969,254.2899932861328,258.1700134277344,257.48089599609375,215400
2023-12-26,257.54998779296875,259.95001220703125,257.3179931640625,258.9700012207031,258.2787780761719,234600
2023-12-27,259.1499938964844,261.9700012207031,258.6099853515625,260.3900146484375,259.69500732421875,180600
2023-12-28,260.45001220703125,261.0299987792969,257.4800109863281,257.8800048828125,257.1916809082031,158000
2023-12-29,256.94000244140625,259.5,255.97500610351562,256.5799865722656,255.89515686035156,273300
2024-01-02,253.72999572753906,255.46499633789062,250.16000366210938,252.38999938964844,251.71633911132812,344000
2024-01-03,252.6699981689453,252.6699981689453,244.00999450683594,244.6699981689453,244.01695251464844,487100
2024-01-04,244.6699981689453,245.4550018310547,241.77999877929688,243.1999969482422,242.5508575439453,354800
2024-01-05,243.58999633789062,246.19500732421875,242.35000610351562,245.22999572753906,244.57545471191406,272300
2024-01-08,245.55999755859375,249.0500030517578,245.55999755859375,248.38999938964844,247.72702026367188,295800
2024-01-09,246.86000061035156,253.9199981689453,246.86000061035156,253.9199981689453,253.2422637939453,305500
2024-01-10,254.44000244140625,259.4700012207031,253.0399932861328,259.4200134277344,258.72760009765625,245000
2024-01-11,258.3900146484375,262.9549865722656,256.4960021972656,262.57000732421875,261.8691711425781,360700
2024-01-12,262.9100036621094,264.5530090332031,261.2300109863281,261.2699890136719,260.5726013183594,291800
2024-01-16,262.5199890136719,274.5,262.5,271.70001220703125,270.9748229980469,553300
2024-01-17,270.67999267578125,273.6700134277344,265.5899963378906,273.489990234375,272.760009765625,529600
2024-01-18,275.2900085449219,277.07501220703125,272.8999938964844,275.4800109863281,274.7447204589844,471200
2024-01-19,276.7300109863281,276.7650146484375,272.17999267578125,275.75,275.0140075683594,427100
2024-01-22,277.0299987792969,284.8800048828125,277.0299987792969,281.82000732421875,281.06781005859375,417900
2024-01-23,282.29998779296875,284.9599914550781,279.45001220703125,283.19000244140625,282.4341125488281,366800
2024-01-24,285.739990234375,285.739990234375,279.57000732421875,280.4700012207031,279.721435546875,215900
2024-01-25,284.0199890136719,284.3500061035156,278.69000244140625,280.80999755859375,280.06048583984375,204800
2024-01-26,280.54998779296875,281.2699890136719,271.6700134277344,273.19000244140625,272.4608459472656,413000
2024-01-29,274.4800109863281,279.989990234375,270.3599853515625,278.989990234375,278.24530029296875,368300
2024-01-30,279.0199890136719,282.8699951171875,277.343994140625,279.20001220703125,278.4548034667969,254900
2024-01-31,280.04998779296875,286.55999755859375,278.5799865722656,281.1099853515625,280.35968017578125,410800
2024-02-01,282.0199890136719,288.3800048828125,282.0199890136719,287.5899963378906,286.8223876953125,310200
2024-02-02,287.260009765625,290.239990234375,284.0,287.7699890136719,287.0019226074219,241900
2024-02-05,287.2099914550781,287.7650146484375,283.1400146484375,285.94000244140625,285.1767578125,194900
2024-02-06,286.32000732421875,287.07501220703125,282.95001220703125,286.4800109863281,285.71533203125,272300
2024-02-07,288.5799865722656,296.0849914550781,285.82000732421875,292.7900085449219,292.008544921875,339300
2024-02-08,294.57501220703125,298.2049865722656,293.6099853515625,294.1499938964844,293.3648681640625,444900
2024-02-09,294.8699951171875,297.6700134277344,293.6099853515625,295.5,294.71124267578125,406100
2024-02-12,295.0,297.489990234375,291.94000244140625,293.25,292.4672546386719,341600
2024-02-13,288.67999267578125,299.9949951171875,285.8299865722656,299.9700012207031,299.16937255859375,426500
2024-02-14,305.1199951171875,308.0199890136719,300.92498779296875,307.7300109863281,306.90863037109375,417800
2024-02-15,308.82000732421875,315.4549865722656,308.20001220703125,315.1499938964844,314.3088073730469,417200
2024-02-16,316.3599853515625,324.8699951171875,314.4460144042969,319.260009765625,318.4078674316406,827400
2024-02-20,322.20001220703125,325.05999755859375,316.9949951171875,324.4700012207031,323.60394287109375,912500
2024-02-21,307.9800109863281,319.79998779296875,301.010009765625,310.32000732421875,309.49169921875,1113200
2024-02-22,318.55999755859375,343.2900085449219,317.239990234375,334.04998779296875,333.1583251953125,1060500
2024-02-23,333.7900085449219,341.7799987792969,332.8299865722656,338.8299865722656,337.9256286621094,578500
2024-02-26,340.04998779296875,350.8800048828125,340.0,349.4599914550781,348.5272521972656,632200
2024-02-27,351.8800048828125,352.7699890136719,336.07501220703125,339.010009765625,338.1051330566406,835900
2024-02-28,336.989990234375,347.1499938964844,336.989990234375,346.5199890136719,345.5950622558594,421400
2024-02-29,348.1499938964844,352.1199951171875,345.1700134277344,351.04998779296875,350.11297607421875,458900
2024-03-01,353.9100036621094,366.3999938964844,352.7900085449219,366.2799987792969,365.3023681640625,662500
2024-03-04,368.8299865722656,375.32000732421875,363.010009765625,366.510009765625,365.53173828125,499900
2024-03-05,364.6199951171875,366.82000732421875,356.0299987792969,364.94000244140625,363.9659118652344,421200
