Date,Open,High,Low,Close,Adj Close,Volume
2023-11-20,65.23999786376953,66.33000183105469,64.76000213623047,66.33000183105469,64.82447814941406,88100
2023-11-21,65.76000213623047,66.72000122070312,65.51000213623047,65.5199966430664,64.03284454345703,67600
2023-11-22,65.80999755859375,67.0199966430664,65.55000305175781,65.93000030517578,64.43355560302734,60800
2023-11-24,65.7699966430664,67.08000183105469,65.30000305175781,67.06999969482422,65.54766845703125,61300
2023-11-27,66.66000366210938,68.37000274658203,66.44999694824219,68.2699966430664,66.72042846679688,180900
2023-11-28,68.12000274658203,68.37000274658203,67.29000091552734,67.94999694824219,66.40769958496094,113400
2023-11-29,68.56999969482422,69.44999694824219,68.47000122070312,69.4000015258789,67.82479095458984,135600
2023-11-30,69.4000015258789,70.87000274658203,69.06999969482422,69.69999694824219,68.11797332763672,189200
2023-12-01,69.0,69.44000244140625,67.27999877929688,68.98999786376953,67.4240951538086,160400
2023-12-04,68.77999877929688,71.12999725341797,68.75,70.98999786376953,69.37870025634766,134600
2023-12-05,71.16000366210938,71.16000366210938,69.33999633789062,69.52999877929688,67.95183563232422,97800
2023-12-06,69.52999877929688,70.55999755859375,68.22000122070312,68.56999969482422,67.01362609863281,93100
2023-12-07,68.70999908447266,69.37999725341797,67.25,68.98999786376953,67.4240951538086,108400
2023-12-08,69.33999633789062,69.45999908447266,68.5999984741211,69.06999969482422,67.50228118896484,127800
2023-12-11,69.19000244140625,70.26000213623047,69.16999816894531,69.91999816894531,68.33299255371094,94300
2023-12-12,70.27999877929688,70.95999908447266,68.45999908447266,69.48999786376953,67.9127426147461,105700
2023-12-13,69.19999694824219,69.54000091552734,68.0999984741211,69.48999786376953,67.9127426147461,189400
2023-12-14,70.11000061035156,70.11000061035156,68.44999694824219,68.70999908447266,67.50013732910156,243600
2023-12-15,69.08999633789062,69.95999908447266,67.7699966430664,67.94000244140625,66.74370574951172,375700
2023-12-18,68.29000091552734,68.54000091552734,67.5,68.47000122070312,67.26437377929688,148200
2023-12-19,69.1500015258789,69.58000183105469,68.4000015258789,68.81999969482422,67.60820007324219,175800
2023-12-20,68.81999969482422,70.0,67.75,67.87999725341797,66.68475341796875,118100
2023-12-21,68.19000244140625,68.58999633789062,67.25,68.33999633789062,67.13665008544922,134900
2023-12-22,68.5999984741211,69.08999633789062,67.58999633789062,68.05999755859375,66.86158752441406,104900
2023-12-26,68.41000366210938,68.41000366210938,67.81999969482422,67.83999633789062,66.64545440673828,86400
2023-12-27,67.98999786376953,68.5,67.47000122070312,67.83999633789062,66.64545440673828,93300
2023-12-28,67.52999877929688,68.36000061035156,67.26000213623047,67.70999908447266,66.51774597167969,66900
2023-12-29,67.41999816894531,68.26000213623047,67.33000183105469,67.55999755859375,66.3703842163086,135500
2024-01-02,67.4800033569336,67.91999816894531,66.55000305175781,67.05999755859375,65.87919616699219,82700
2024-01-03,66.83999633789062,66.83999633789062,64.48999786376953,64.6500015258789,63.51163101196289,120300
2024-01-04,64.94999694824219,65.51000213623047,63.83000183105469,64.18000030517578,63.049903869628906,91500
2024-01-05,63.66999816894531,64.02999877929688,62.75,63.060001373291016,61.94962692260742,90800
2024-01-08,63.29999923706055,63.72999954223633,62.83000183105469,63.70000076293945,62.5783576965332,69300
2024-01-09,63.02000045776367,63.619998931884766,62.75,63.459999084472656,62.34257888793945,115900
2024-01-10,63.439998626708984,64.05999755859375,63.0,63.810001373291016,62.68642044067383,89800
2024-01-11,63.81999969482422,63.97999954223633,63.16999816894531,63.900001525878906,62.774837493896484,77900
2024-01-12,64.52999877929688,64.87000274658203,64.05000305175781,64.83999633789062,63.698280334472656,90300
2024-01-16,64.33000183105469,65.80999755859375,64.12999725341797,65.77999877929688,64.62173461914062,132400
2024-01-17,65.12000274658203,66.62999725341797,65.12000274658203,65.83000183105469,64.67085266113281,156000
2024-01-18,65.86000061035156,66.23999786376953,65.4000015258789,66.0999984741211,64.93609619140625,86500
2024-01-19,66.62000274658203,66.7300033569336,64.75,66.58000183105469,65.40764617919922,93600
2024-01-22,67.29000091552734,70.45999908447266,67.29000091552734,70.44999694824219,69.20950317382812,196300
2024-01-23,71.19999694824219,71.69000244140625,69.62000274658203,70.02999877929688,68.7968978881836,211200
2024-01-24,70.66000366210938,71.05000305175781,69.5,70.45999908447266,69.21932983398438,117200
2024-01-25,71.08999633789062,71.12999725341797,68.30000305175781,68.95999908447266,67.74573516845703,143500
2024-01-26,69.47000122070312,69.47000122070312,68.5,68.7699966430664,67.55908203125,87900
2024-01-29,68.66000366210938,70.51000213623047,68.37999725341797,70.4800033569336,69.23897552490234,114700
2024-01-30,70.0999984741211,70.95999908447266,69.94000244140625,70.26000213623047,69.0228500366211,87300
2024-01-31,69.77999877929688,70.30999755859375,68.23999786376953,68.3499984741211,67.14647674560547,103100
2024-02-01,68.87999725341797,69.0199966430664,67.91000366210938,68.72000122070312,67.50996398925781,133500
2024-02-02,68.12000274658203,68.69999694824219,67.69000244140625,68.45999908447266,67.25454711914062,91700
2024-02-05,67.97000122070312,68.63999938964844,67.62999725341797,68.5199966430664,67.31348419189453,112000
2024-02-06,70.73999786376953,73.37000274658203,67.0,67.8499984741211,66.65528106689453,235400
2024-02-07,67.75,67.75,66.87999725341797,67.0,65.82025146484375,128100
2024-02-08,66.63999938964844,68.20999908447266,66.0,68.12000274658203,66.9205322265625,154600
2024-02-09,68.66999816894531,68.95999908447266,67.69999694824219,68.93000030517578,67.71627044677734,144800
2024-02-12,69.45999908447266,69.5,68.58000183105469,68.79000091552734,67.5787353515625,129600
2024-02-13,67.70999908447266,67.70999908447266,65.51000213623047,65.80999755859375,64.65119934082031,161900
2024-02-14,66.2699966430664,66.77999877929688,65.44000244140625,66.77999877929688,65.60411834716797,125000
2024-02-15,67.4000015258789,68.97000122070312,66.70999908447266,68.87000274658203,67.65731811523438,98500
2024-02-16,68.44000244140625,69.19999694824219,67.2699966430664,68.25,67.0482406616211,114000
2024-02-20,67.33000183105469,68.41000366210938,66.81999969482422,68.1500015258789,66.94999694824219,105900
2024-02-21,68.13999938964844,68.44000244140625,67.62999725341797,67.97000122070312,66.77316284179688,101300
2024-02-22,67.94999694824219,67.94999694824219,66.73999786376953,67.83000183105469,66.63563537597656,120800
2024-02-23,68.0,69.19999694824219,67.69999694824219,68.63999938964844,67.4313735961914,73700
2024-02-26,68.5199966430664,69.08999633789062,68.0999984741211,68.72000122070312,67.50996398925781,84900
2024-02-27,68.83999633789062,69.54000091552734,68.75,68.97000122070312,67.75556182861328,81900
2024-02-28,68.55000305175781,69.68000030517578,68.55000305175781,69.30999755859375,68.0895767211914,97700
2024-02-29,70.16000366210938,70.5,68.69000244140625,69.63999938964844,68.41376495361328,129300
2024-03-01,69.6500015258789,70.48999786376953,69.0,69.95999908447266,68.7281265258789,113100
2024-03-04,70.55000305175781,74.79000091552734,70.5,73.08000183105469,71.79319763183594,177700
2024-03-05,72.72000122070312,73.45999908447266,71.81999969482422,71.83000183105469,70.5652084350586,148800
2024-03-06,72.12000274658203,72.12000274658203,70.5199966430664,71.12999725341797,69.87752532958984,86400
2024-03-07,71.6500015258789,72.87999725341797,71.6500015258789,72.36000061035156,71.08586883544922,84500
2024-03-08,73.16000366210938,74.33999633789062,73.16000366210938,73.41000366210938,72.11738586425781,101600
2024-03-11,72.76000213623047,73.51000213623047,70.80999755859375,71.19999694824219,69.94629669189453,118500
2024-03-12,71.41999816894531,71.77999877929688,70.0199966430664,70.41999816894531,69.1800308227539,83000
2024-03-13,70.0199966430664,70.58000183105469,69.83999633789062,70.0,68.76742553710938,116100
2024-03-14,69.68000030517578,69.68000030517578,68.05000305175781,68.19999694824219,67.36480712890625,102900
2024-03-15,67.91000366210938,68.69999694824219,67.91000366210938,68.55000305175781,67.71052551269531,384800
2024-03-18,69.05000305175781,69.54000091552734,68.4000015258789,68.44000244140625,67.60187530517578,94700
2024-03-19,68.44000244140625,69.01000213623047,68.19000244140625,68.19000244140625,67.35493469238281,83200
2024-03-20,67.9800033569336,70.31999969482422,67.7300033569336,70.16000366210938,69.30081176757812,98900
2024-03-21,70.62999725341797,72.19000244140625,70.37999725341797,70.73999786376953,69.87370300292969,107500
2024-03-22,70.73999786376953,70.73999786376953,69.80999755859375,70.4000015258789,69.53787231445312,62200
2024-03-25,70.73999786376953,70.9000015258789,69.26000213623047,69.44999694824219,68.59950256347656,55400
2024-03-26,69.9800033569336,69.9800033569336,69.08000183105469,69.22000122070312,68.37232971191406,63300
2024-03-27,69.7699966430664,70.55999755859375,69.73999786376953,69.97000122070312,69.1131362915039,113200
2024-03-28,70.2300033569336,71.47000122070312,69.94000244140625,70.5199966430664,69.6563949584961,115900
2024-04-01,70.61000061035156,70.61000061035156,69.48999786376953,70.0,69.14276885986328,56500
2024-04-02,69.19999694824219,69.48999786376953,68.0199966430664,68.08000183105469,67.24628448486328,57000
2024-04-03,67.56999969482422,68.05000305175781,67.02999877929688,67.45999908447266,66.63387298583984,58600
2024-04-04,67.91999816894531,68.16000366210938,67.3499984741211,67.98999786376953,67.15737915039062,93500
2024-04-05,67.83999633789062,68.9000015258789,67.58999633789062,68.41999816894531,67.58211517333984,60800
2024-04-08,68.88999938964844,68.88999938964844,68.31999969482422,68.38999938964844,67.55248260498047,42500
2024-04-09,68.68000030517578,69.19000244140625,68.62999725341797,68.6500015258789,67.8093032836914,50800
2024-04-10,67.70999908447266,67.70999908447266,65.13999938964844,65.7699966430664,64.96456909179688,88400
2024-04-11,66.12999725341797,66.29000091552734,65.29000091552734,65.5999984741211,64.7966537475586,59700
2024-04-12,65.11000061035156,65.38999938964844,64.06999969482422,64.86000061035156,64.06571960449219,65600
2024-04-15,65.1500015258789,65.45999908447266,64.30000305175781,64.45999908447266,63.67061233520508,74300
2024-04-16,64.0,64.61000061035156,63.709999084472656,64.38999938964844,63.601470947265625,53900
2024-04-17,64.5,64.7699966430664,63.349998474121094,63.43000030517578,62.65322494506836,52000
2024-04-18,63.61000061035156,64.31999969482422,62.54999923706055,62.810001373291016,62.04082107543945,137900
2024-04-19,62.59000015258789,63.75,62.59000015258789,63.560001373291016,62.781639099121094,134400
2024-04-22,63.720001220703125,64.77999877929688,63.59000015258789,64.04000091552734,63.255760192871094,110600
2024-04-23,64.13999938964844,64.88999938964844,64.13999938964844,64.19000244140625,63.40392303466797,71600
2024-04-24,64.13999938964844,64.80000305175781,63.52000045776367,64.08000183105469,63.29526901245117,83400
2024-04-25,63.4900016784668,64.0,62.59000015258789,64.0,63.21624755859375,112700
2024-04-26,63.81999969482422,64.33000183105469,63.04999923706055,64.12999725341797,63.34465408325195,97900
2024-04-29,63.95000076293945,65.01000213623047,63.95000076293945,64.2300033569336,63.44343185424805,70400
2024-04-30,58.33000183105469,63.15999984741211,57.7599983215332,61.7599983215332,61.00367736816406,190100
2024-05-01,62.119998931884766,63.52000045776367,61.959999084472656,62.779998779296875,62.01118850708008,93000
2024-05-02,63.34000015258789,65.11000061035156,62.880001068115234,65.02999877929688,64.23363494873047,127500
2024-05-03,65.4000015258789,65.62999725341797,63.900001525878906,64.0,63.21624755859375,109400
2024-05-06,63.939998626708984,64.4000015258789,63.68000030517578,63.75,62.96931076049805,65300
2024-05-07,63.7599983215332,64.19000244140625,63.459999084472656,63.650001525878906,62.87053680419922,52800
2024-05-08,63.290000915527344,64.13999938964844,63.290000915527344,64.08999633789062,63.30514144897461,48700
2024-05-09,64.23999786376953,64.44999694824219,63.75,64.33000183105469,63.542205810546875,51700
2024-05-10,64.56999969482422,64.56999969482422,63.619998931884766,64.4000015258789,63.61134719848633,42500
2024-05-13,64.7300033569336,64.94000244140625,64.31999969482422,64.41999816894531,63.631099700927734,58900
2024-05-14,65.2699966430664,65.44999694824219,63.95000076293945,64.12999725341797,63.34465408325195,57700
2024-05-15,64.69999694824219,65.16000366210938,63.709999084472656,64.94999694824219,64.15460968017578,60300
2024-05-16,65.12000274658203,66.1500015258789,64.44999694824219,65.11000061035156,64.31265258789062,72300
2024-05-17,65.30000305175781,65.30000305175781,64.05000305175781,64.06999969482422,63.2853889465332,54600
2024-05-20,64.06999969482422,64.69999694824219,63.2400016784668,63.380001068115234,62.60383987426758,66200
2024-05-21,63.380001068115234,64.16999816894531,61.560001373291016,62.439998626708984,61.675350189208984,74500
2024-05-22,62.81999969482422,63.439998626708984,61.369998931884766,61.959999084472656,61.201229095458984,86300
2024-05-23,61.7400016784668,61.81999969482422,60.84000015258789,61.61000061035156,60.85551834106445,75100
2024-05-24,61.63999938964844,61.81999969482422,60.970001220703125,61.470001220703125,60.71723175048828,53300
2024-05-28,61.45000076293945,62.13999938964844,61.2599983215332,61.529998779296875,60.776493072509766,106700
2024-05-29,60.880001068115234,61.66999816894531,60.56999969482422,60.70000076293945,59.956661224365234,65800
2024-05-30,61.2400016784668,61.2400016784668,60.060001373291016,60.279998779296875,59.54180145263672,42900
2024-05-31,60.279998779296875,62.22999954223633,60.15999984741211,61.810001373291016,61.05306625366211,98100
2024-06-03,62.849998474121094,62.93000030517578,61.54999923706055,62.4900016784668,61.7247428894043,70100
2024-06-04,61.43000030517578,63.0,61.43000030517578,62.189998626708984,61.428409576416016,86400
2024-06-05,62.619998931884766,62.619998931884766,61.540000915527344,62.13999938964844,61.379024505615234,80000
2024-06-06,61.83000183105469,62.119998931884766,61.31999969482422,61.880001068115234,61.12221145629883,52300
2024-06-07,61.470001220703125,61.470001220703125,60.15999984741211,60.650001525878906,59.90727233886719,79600
2024-06-10,60.040000915527344,60.33000183105469,59.4900016784668,60.27000045776367,59.531925201416016,104400
2024-06-11,60.209999084472656,60.529998779296875,59.560001373291016,60.5,59.75910949707031,91700
2024-06-12,61.68000030517578,62.61000061035156,61.18000030517578,61.54999923706055,60.79624938964844,130800
2024-06-13,61.7599983215332,62.189998626708984,60.619998931884766,61.83000183105469,61.07282257080078,118200
2024-06-14,60.93000030517578,62.04999923706055,60.40999984741211,60.959999084472656,60.5858268737793,132300
2024-06-17,60.459999084472656,60.880001068115234,60.130001068115234,60.65999984741211,60.28767013549805,71800
2024-06-18,61.099998474121094,61.880001068115234,60.65999984741211,61.689998626708984,61.31134796142578,108500
2024-06-20,61.33000183105469,62.27000045776367,61.220001220703125,61.290000915527344,60.91380310058594,81300
2024-06-21,61.439998626708984,62.02000045776367,61.279998779296875,61.970001220703125,61.589630126953125,127100
2024-06-24,61.869998931884766,63.220001220703125,61.70000076293945,62.119998931884766,61.73870849609375,89700
2024-06-25,62.25,62.63999938964844,61.349998474121094,62.459999084472656,62.076622009277344,103100
2024-06-26,61.900001525878906,62.66999816894531,61.400001525878906,61.45000076293945,61.07282257080078,100200
2024-06-27,61.790000915527344,61.90999984741211,60.939998626708984,61.810001373291016,61.43061447143555,89400
2024-06-28,62.5,62.91999816894531,61.40999984741211,62.130001068115234,61.74864959716797,177800
2024-07-01,62.290000915527344,62.290000915527344,60.58000183105469,60.97999954223633,60.60570526123047,75000
2024-07-02,61.06999969482422,62.29999923706055,61.02000045776367,62.0,61.61944580078125,86900
2024-07-03,62.279998779296875,62.459999084472656,61.75,62.08000183105469,61.69895553588867,33600
2024-07-05,61.650001525878906,62.22999954223633,60.900001525878906,61.220001220703125,60.844234466552734,63700
2024-07-08,61.68000030517578,62.380001068115234,61.369998931884766,61.75,61.37097930908203,68700
2024-07-09,61.540000915527344,61.540000915527344,59.0,59.400001525878906,59.03540802001953,130600
2024-07-10,59.81999969482422,59.83000183105469,59.06999969482422,59.59000015258789,59.224239349365234,78600
