Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SUPV,SUPV,SUPV,SUPV,SUPV,SUPV
Date,,,,,,
2016-05-16,10.50380802154541,11.5,11.84000015258789,11.25,11.5,8184300
2016-05-23,10.430737495422363,11.420000076293945,11.609999656677246,11.149999618530273,11.399999618530273,1976300
2016-05-30,10.695615768432617,11.710000038146973,11.880000114440918,11.25,11.399999618530273,1088900
2016-06-06,11.024431228637695,12.069999694824219,12.3100004196167,11.649999618530273,11.649999618530273,1292100
2016-06-13,11.106635093688965,12.15999984741211,12.3100004196167,11.779999732971191,12.149999618530273,913100
2016-06-20,11.207107543945312,12.270000457763672,13.15999984741211,10.0,12.329999923706055,1676200
2016-06-27,11.937806129455566,13.069999694824219,13.109999656677246,11.789999961853027,12.390000343322754,704600
2016-07-04,11.59985637664795,12.699999809265137,13.899999618530273,12.449999809265137,13.300000190734863,348400
2016-07-11,12.001742362976074,13.140000343322754,13.210000038146973,12.399999618530273,12.630000114440918,686800
2016-07-18,12.348824501037598,13.520000457763672,13.75,13.0,13.069999694824219,223500
2016-07-25,12.376224517822266,13.550000190734863,13.5600004196167,13.1899995803833,13.5,204700
2016-08-01,12.357956886291504,13.529999732971191,13.850000381469727,12.989999771118164,13.529999732971191,838400
2016-08-08,12.348824501037598,13.520000457763672,13.869999885559082,12.390000343322754,13.40999984741211,978000
2016-08-15,12.33055591583252,13.5,13.6899995803833,12.960000038146973,13.59000015258789,1190600
2016-08-22,12.230086326599121,13.390000343322754,13.739999771118164,13.039999961853027,13.40999984741211,400700
2016-08-29,12.78724479675293,14.0,14.25,13.345000267028809,13.430000305175781,1508900
2016-09-05,13.152593612670898,14.399999618530273,14.640000343322754,14.0,14.050000190734863,290100
2016-09-12,13.517942428588867,14.800000190734863,15.0,13.970000267028809,14.25,1640000
2016-09-19,13.837625503540039,15.149999618530273,16.15999984741211,14.890000343322754,14.960000038146973,1616900
2016-09-26,13.527077674865723,14.8100004196167,15.180000305175781,14.359999656677246,15.09000015258789,612000
2016-10-03,13.572745323181152,14.859999656677246,15.350000381469727,14.670000076293945,14.710000038146973,540800
2016-10-10,13.472275733947754,14.75,14.979999542236328,14.399999618530273,14.859999656677246,350000
2016-10-17,13.791956901550293,15.100000381469727,15.25,14.550000190734863,14.720000267028809,400400
2016-10-24,13.764555931091309,15.069999694824219,15.199000358581543,14.640999794006348,15.130000114440918,528900
2016-10-31,13.3626708984375,14.630000114440918,15.1899995803833,14.539999961853027,15.149999618530273,256800
2016-11-07,13.125190734863281,14.369999885559082,15.609999656677246,13.930000305175781,14.65999984741211,957300
2016-11-14,13.16081428527832,14.409000396728516,15.25,13.9399995803833,14.449999809265137,516000
2016-11-21,13.243931770324707,14.5,14.859999656677246,14.25,14.4399995803833,1047000
2016-11-28,12.577168464660645,13.770000457763672,14.642000198364258,13.65999984741211,14.430000305175781,689200
2016-12-05,12.695906639099121,13.899999618530273,14.335000038146973,13.460000038146973,13.75,401700
2016-12-12,12.376224517822266,13.550000190734863,14.149999618530273,13.0,13.970000267028809,4987400
2016-12-19,11.417181015014648,12.5,13.680000305175781,11.975000381469727,13.600000381469727,898100
