Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GBLI,GBLI,GBLI,GBLI,GBLI,GBLI
Date,,,,,,
2003-12-15,26.48729705810547,34.2400016784668,35.220001220703125,33.900001525878906,34.0,2349700
2003-12-22,26.657487869262695,34.459999084472656,34.599998474121094,34.0,34.2400016784668,85450
2003-12-29,27.35370635986328,35.36000061035156,35.939998626708984,34.099998474121094,34.099998474121094,72450
2004-01-05,27.848796844482422,36.0,36.20000076293945,34.599998474121094,35.099998474121094,78050
2004-01-12,29.705381393432617,38.400001525878906,40.0,34.939998626708984,35.5,162000
2004-01-19,29.39594841003418,38.0,39.0,37.70000076293945,39.0,83500
2004-01-26,30.014812469482422,38.79999923706055,40.68000030517578,37.70000076293945,38.0,81950
2004-02-02,29.8601016998291,38.599998474121094,39.900001525878906,37.70000076293945,39.20000076293945,194850
2004-02-09,30.401596069335938,39.29999923706055,39.599998474121094,38.0,38.5,77950
2004-02-16,28.808032989501953,37.2400016784668,39.400001525878906,35.91999816894531,39.20000076293945,127400
2004-02-23,28.003511428833008,36.20000076293945,37.29999923706055,34.29999923706055,37.29999923706055,72350
2004-03-01,27.35370635986328,35.36000061035156,37.119998931884766,34.91999816894531,36.2400016784668,180300
2004-03-08,26.920501708984375,34.79999923706055,36.400001525878906,34.02000045776367,35.720001220703125,263500
2004-03-15,26.456357955932617,34.20000076293945,35.400001525878906,32.939998626708984,34.97999954223633,69100
2004-03-22,25.744667053222656,33.279998779296875,34.29999923706055,32.70000076293945,33.5,75600
2004-03-29,26.6110782623291,34.400001525878906,34.400001525878906,32.36000061035156,33.220001220703125,282250
2004-04-05,27.848796844482422,36.0,36.439998626708984,33.7599983215332,34.47999954223633,137600
2004-04-12,28.606889724731445,36.97999954223633,37.52000045776367,35.599998474121094,35.70000076293945,42100
2004-04-19,29.39594841003418,38.0,38.47999954223633,35.52000045776367,37.0,42200
2004-04-26,25.419761657714844,32.86000061035156,39.0,32.79999923706055,38.36000061035156,86900
