Price,Close,High,Low,Open,Volume
Ticker,CRMT,CRMT,CRMT,CRMT,CRMT
Date,,,,,
1987-03-09,1.5,1.8333330154418945,1.5,0.0,1500
1987-03-16,2.0,2.3333330154418945,1.8333330154418945,0.0,16050
1987-03-23,2.0833330154418945,2.3333330154418945,2.0833330154418945,0.0,6750
1987-03-30,1.6666669845581055,2.3333330154418945,1.6666669845581055,0.0,9750
1987-04-06,1.8333330154418945,2.1666669845581055,1.6666669845581055,0.0,14850
1987-04-13,1.3333330154418945,2.1666669845581055,1.3333330154418945,0.0,15900
1987-04-20,1.3333330154418945,1.6666669845581055,1.3333330154418945,0.0,5250
1987-04-27,1.3333330154418945,1.6666669845581055,1.3333330154418945,0.0,4650
1987-05-04,1.6666669845581055,2.0,1.3333330154418945,1.3333330154418945,15600
1987-05-11,1.6666669845581055,2.0,1.6666669845581055,0.0,2550
1987-05-18,1.6666669845581055,1.9166669845581055,1.6666669845581055,1.6666669845581055,2850
1987-05-25,1.5,1.9166669845581055,1.5,0.0,5700
1987-06-01,1.5,1.8333330154418945,1.3333330154418945,1.5,14550
1987-06-08,1.5,1.8333330154418945,1.5,1.5,10050
1987-06-15,1.5,1.75,1.3333330154418945,1.3333330154418945,7200
1987-06-22,1.3333330154418945,1.75,1.3333330154418945,1.3333330154418945,1650
1987-06-29,1.3333330154418945,1.75,1.3333330154418945,1.3333330154418945,1350
1987-07-06,1.3333330154418945,1.75,1.3333330154418945,1.3333330154418945,3000
1987-07-13,1.3333330154418945,1.75,1.3333330154418945,1.3333330154418945,4200
1987-07-20,1.3333330154418945,1.75,1.3333330154418945,1.3333330154418945,2250
1987-07-27,1.3333330154418945,1.6666669845581055,1.3333330154418945,1.3333330154418945,4800
1987-08-03,1.3333330154418945,1.6666669845581055,1.3333330154418945,1.3333330154418945,2400
1987-08-10,1.3333330154418945,1.6666669845581055,1.3333330154418945,1.3333330154418945,3750
1987-08-17,1.4166669845581055,1.6666669845581055,1.3333330154418945,0.0,4650
1987-08-24,1.4166669845581055,1.6666669845581055,1.4166669845581055,0.0,1950
1987-08-31,1.5,1.75,1.4166669845581055,0.0,9750
1987-09-07,1.3333330154418945,1.6666669845581055,1.3333330154418945,0.0,8100
1987-09-14,1.3333330154418945,1.6666669845581055,1.3333330154418945,1.3333330154418945,8550
1987-09-21,1.1666669845581055,1.6666669845581055,1.1666669845581055,1.3333330154418945,4800
1987-09-28,1.0833330154418945,1.5,1.0833330154418945,0.0,5100
1987-10-05,1.0833330154418945,1.3333330154418945,1.0833330154418945,1.0833330154418945,900
1987-10-12,0.9166669845581055,1.25,0.9166669845581055,0.0,2100
1987-10-19,0.8333330154418945,1.1666669845581055,0.8333330154418945,0.9166669845581055,4950
1987-10-26,0.8333330154418945,1.0,0.75,0.75,21300
1987-11-02,0.6666669845581055,1.0,0.6666669845581055,0.8333330154418945,5100
1987-11-09,0.6666669845581055,0.9166669845581055,0.6666669845581055,0.6666669845581055,1650
1987-11-16,0.6666669845581055,0.9166669845581055,0.6666669845581055,0.6666669845581055,1350
