Price,Close,High,Low,Open,Volume
Ticker,BAK,BAK,BAK,BAK,BAK
Date,,,,,
1999-01-11,1.7817188501358032,1.7817188501358032,1.6879441738128662,1.6879441738128662,1011000
1999-01-18,1.8286057710647583,1.8754930985279572,1.8286057710647583,1.8286057710647583,2000
1999-01-25,1.5003942251205444,1.6879435032606125,1.5003942251205444,1.6879435032606125,4100
1999-02-01,1.6410565376281738,1.6879438672746931,1.500394548688616,1.500394548688616,18100
1999-02-08,1.570725679397583,1.6879440136809847,1.570725679397583,1.6879440136809847,3200
1999-02-15,1.594169020652771,1.594169020652771,1.570725358584348,1.570725358584348,400
1999-02-22,1.383176326751709,1.5941693257477323,1.383176326751709,1.5941693257477323,131100
1999-03-01,1.5472817420959473,1.5472817420959473,1.4300634283007996,1.4300634283007996,5000
1999-03-08,1.6879440546035767,1.6879440546035767,1.594169384903378,1.594169384903378,27100
1999-03-15,1.6879440546035767,1.6879440546035767,1.6410567197534773,1.6410567197534773,30500
1999-03-22,1.8520498275756836,1.8520498275756836,1.7113878153547457,1.7348314840582353,3100
1999-03-29,2.1099298000335693,2.1099298000335693,1.8754931555853949,1.8989368200302124,3400
1999-04-05,2.625690221786499,2.8366831860371997,2.1568169678960527,2.1568169678960527,12400
1999-04-12,2.8132402896881104,2.8132402896881104,2.578803598880768,2.578803598880768,2700
1999-04-19,3.024232864379883,3.0476765299952304,2.8601272050724473,2.8601272050724473,45600
1999-04-26,3.000788450241089,3.000788450241089,2.907013811171055,2.907013811171055,501000
1999-05-03,3.467485189437866,3.467485189437866,3.223296091590129,3.223296091590129,22400
1999-05-10,3.9558627605438232,3.9558627605438232,3.516322453816732,3.516322453816732,65500
1999-05-17,3.90702486038208,4.688429832458496,3.90702486038208,3.90702486038208,29200
1999-05-24,3.491903305053711,3.8093490600585938,3.491903305053711,3.8093490600585938,36900
1999-05-31,3.418647050857544,3.4674848658697948,3.418647050857544,3.4674848658697948,6200
1999-06-07,3.19887638092041,3.3698087066184477,3.174457477249262,3.3698087066184477,142800
1999-06-14,3.150038957595825,3.1744578642438546,3.076782237651736,3.1256200509477954,44200
1999-06-21,2.9791061878204346,3.174457413251283,2.9791061878204346,3.150038510072427,32100
1999-06-28,3.125619888305664,3.125619888305664,2.954687550663948,2.979106456041336,161700
1999-07-05,3.0767815113067627,3.369808321907407,3.0767815113067627,3.174457114840311,45700
1999-07-12,2.832592725753784,3.0279439482195625,2.7837549201373397,3.00352504541134,47700
1999-07-19,3.0035252571105957,3.0523630661693044,2.8814307344638235,2.8814307344638235,2200
1999-07-26,3.1744585037231445,3.1744585037231445,2.9546882996192343,3.0035261227534367,3700
1999-08-02,3.1596288681030273,3.3379950138830368,3.1596288681030273,3.3125141359144643,35100
1999-08-09,3.0577056407928467,3.1596291621526085,3.0322247604529062,3.1596291621526085,25400
1999-08-16,3.1086673736572266,3.1596291338811153,3.0577056134333374,3.1086673736572266,88900
1999-08-23,3.0322256088256836,3.1086682712330536,3.0322256088256836,3.1086682712330536,200
1999-08-30,3.0577056407928467,3.0577056407928467,3.006743880112966,3.0322247604529062,600
1999-09-06,3.363476037979126,3.4144377961303247,3.0577054890719326,3.0577054890719326,8600
1999-09-13,3.236072301864624,3.363476723197877,3.236072301864624,3.363476723197877,41900
1999-09-20,3.541842460632324,3.541842460632324,3.236071888491404,3.236071888491404,2800
1999-09-27,3.567324161529541,3.567324161529541,3.5418432746614728,3.5418432746614728,200
1999-10-04,3.363476037979126,3.5673230705839214,3.2870334007523274,3.5673230705839214,47700
1999-10-11,3.2615528106689453,3.4653998613357544,3.2615528106689453,3.36347633600235,31000
1999-10-18,3.5163612365722656,3.5163612365722656,3.210590694261634,3.210590694261634,103000
1999-10-25,3.669247627258301,3.669247627258301,3.5163623094558716,3.5163623094558716,9800
1999-11-01,4.093268394470215,4.093268394470215,3.778401594895583,3.778401594895583,77700
1999-11-08,4.854196548461914,4.880435448723871,4.198224041913007,4.303179642960832,72300
1999-11-15,5.483929634094238,5.562646327406595,4.854196087595378,4.854196087595378,19600
1999-11-22,5.247778415679932,5.772556257247925,5.247778415679932,5.483928444385529,42800
1999-11-29,5.142823696136475,5.195301488954194,4.775479146412441,5.195301488954194,35800
1999-12-06,5.3527350425720215,5.405212837107042,5.090346069896922,5.1953016589669625,24600
1999-12-13,6.454769134521484,6.454769134521484,5.405213177688723,5.405213177688723,45400
1999-12-20,6.717157363891602,6.717157363891602,6.2973350286483765,6.454768404364586,21000
1999-12-27,6.664680004119873,6.79587449238995,6.507246618195782,6.717157799427904,6100
2000-01-03,6.2448577880859375,6.664680160394236,6.1923799915474005,6.664680160394236,7200
2000-01-10,6.53348445892334,6.585962245742001,6.192378844602041,6.192378844602041,21800
2000-01-17,7.346889019012451,7.346889019012451,6.533483449050359,6.533483449050359,17900
2000-01-24,7.399369239807129,7.399369239807129,7.3468914437801285,7.399369239807129,10300
2000-01-31,7.871669292449951,7.871669292449951,7.215696851412455,7.399369134902954,8300
2000-02-07,8.624707221984863,8.786420482397078,8.19347186088562,8.19347186088562,23300
2000-02-14,8.193471908569336,8.78642053353159,8.193471908569336,8.570802851727134,12000
2000-02-21,7.331000328063965,8.085662126541138,7.331000328063965,8.085662126541138,16400
2000-02-28,7.196240425109863,7.33100148175986,7.196240425109863,7.277097059099861,3200
2000-03-06,7.22319221496582,7.22319221496582,7.0614789564218094,7.142335585693815,1600
2000-03-13,6.2529120445251465,7.142334878444672,6.2529120445251465,7.142334878444672,43700
2000-03-20,7.22319221496582,7.22319221496582,6.306817083216425,6.306817083216425,128400
2000-03-27,7.411857604980469,8.085662841796875,7.277096557617187,7.277096557617187,125000
2000-04-03,7.196240425109863,7.492714749739857,7.088431579789865,7.465762538409858,37600
2000-04-10,6.522434711456299,7.196239950243107,6.522434711456299,7.196239950243107,11300
2000-04-17,6.549386024475098,6.549386024475098,6.1181507306824985,6.468529406888985,13300
2000-04-24,7.061478137969971,7.061478137969971,6.603290625200926,6.603290625200926,5900
2000-05-01,7.438807964324951,7.546616775402124,7.007572720016258,7.061477125554845,7500
2000-05-08,7.324204921722412,7.60163692633311,7.074516117572784,7.60163692633311,17300
2000-05-15,7.46291971206665,7.46291971206665,7.213230948465907,7.268717340377184,2200
2000-05-22,6.880312919616699,7.407433667490559,6.408678566255877,7.407433667490559,16800
2000-05-29,7.490664482116699,7.490664482116699,6.93580044640435,6.93580044640435,7800
2000-06-05,7.740353584289551,7.768096787100625,7.546151164612035,7.573894367423109,13000
2000-06-12,8.156499862670898,8.26747264991812,7.657122320058394,7.657122320058394,27300
2000-06-19,8.600393295288086,8.655879703644782,8.156502028434506,8.156502028434506,15100
2000-06-26,8.267473220825195,8.489418810646006,7.934554836093979,8.489418810646006,87100
2000-07-03,9.266229629516602,9.293972832000184,8.322960745074791,8.322960745074791,24100
2000-07-10,9.155257225036621,9.543662077007872,9.155257225036621,9.26623003988555,17000
